"gene_id","class","toxin_family","Ctzot-CLP2364","Ctzot-CLP2366","Ctzot-CLP2383","Ctzot-CLP2903","Average"
"trinityContig28912||sp|Q5ZKV4.1|","Nontoxin","NT",5.42,5.37,5.65,6.67,5.7775
"trinityContig28926||ILEI","Nontoxin","NT",7.32,1.07,11.26,16.55,9.05
"trinityContig28945||16711at32523","Nontoxin","NT",1.94,1.34,6.89,5.1,3.8175
"trinityContig2895||203507at32523__WD40","Nontoxin","NT",12.69,10.17,15.4,13.78,13.01
"trinityContig2898||121120at32523__CwfJ_C_1","Nontoxin","NT",5.72,9.77,9.34,3.76,7.1475
"trinityContig29075||63076at32523","Nontoxin","NT",10.82,12.24,15.75,5,10.9525
"trinityContig29076||sp|Q8N755.1|","Nontoxin","NT",1.9,9.25,3.79,3.72,4.665
"trinityContig29086||56858at32523__NFACT-R_1","Nontoxin","NT",10.32,12.1,19.83,17.6,14.9625
"trinityContig29106||253762at32523","Nontoxin","NT",3.47,8.39,12.8,12.82,9.37
"trinityContig29106||TRIC","Nontoxin","NT",7.73,7.06,11.19,4.32,7.575
"trinityContig29138||Nontoxin_ChorrA_LargeNAATran1_1f1866","Nontoxin","NT",7.98,12.79,6.04,13.47,10.07
"trinityContig29150||sp|P00940.2|","Nontoxin","NT",5.94,1.45,18.05,8.14,8.395
"trinityContig29154||Nontoxin_ChorrA_SpermSynth_1f4242","Nontoxin","NT",30.53,16.84,27.52,13.38,22.0675
"trinityContig29169||95836at32523","Nontoxin","NT",2.65,3.91,3.6,1.75,2.9775
"trinityContig29177||sp|Q5E954.2|","Nontoxin","NT",4.58,5.58,3.98,5.01,4.7875
"trinityContig29187||sp|Q2KHX8.1|","Nontoxin","NT",7.94,10.64,7.53,9.86,8.9925
"trinityContig29200||MAGP","Nontoxin","NT",6.75,5.21,3.07,5.4,5.1075
"trinityContig2922||PABP","Nontoxin","NT",2.27,3.44,1.06,4.12,2.7225
"trinityContig29231||188202at32523__TRAUB","Nontoxin","NT",2.91,2.57,2.21,4.28,2.9925
"trinityContig2923||sp|Q96ES7.1|","Nontoxin","NT",6.8,8.78,7.8,4.64,7.005
"trinityContig29247||sp|O75533|SF3B1_HUMAN","Nontoxin","NT",49.03,63.73,48.42,39.01,50.0475
"trinityContig29252||208660at32523","Nontoxin","NT",1.99,0,0,3.09,1.27
"trinityContig2926||64072at32523","Nontoxin","NT",5.52,4.7,6.9,3.96,5.27
"trinityContig29280||sp|Q5ZJJ8.1|","Nontoxin","NT",5.61,4.98,2.86,4.9,4.5875
"trinityContig29281||Nontoxin_ChorrA_UDPGalTranslocator_xng","Nontoxin","NT",20.39,31.52,9.13,14.32,18.84
"trinityContig29286||197458at32523__Tmemb_40","Nontoxin","NT",2.94,2.15,0.53,1.4,1.755
"trinityContig29286||Nontoxin_ChorrA_Calcineurin-B1_xng","Nontoxin","NT",24.71,25.49,27.86,15.55,23.4025
"trinityContig29295||230716at32523","Nontoxin","NT",9.01,6.55,18.32,9.38,10.815
"trinityContig29302||sp|P48637.1|","Nontoxin","NT",3.93,4.65,11.25,5.5,6.3325
"trinityContig29315||257821at32523","Nontoxin","NT",10.02,7.26,6.22,6.95,7.6125
"trinityContig29316||273183at32523__Arf","Nontoxin","NT",3.45,2.1,2.11,0.64,2.075
"trinityContig29329||sp|Q9BPU9|B9D2_HUMAN","Nontoxin","NT",4.35,1.74,0.43,14.9,5.355
"trinityContig29336||sp|Q1JQA4.1|","Nontoxin","NT",5.54,3.22,7.05,5.33,5.285
"trinityContig29353||Nontoxin_ChorrA_syntaxin8_1f6956","Nontoxin","NT",8.5,13.21,15.1,18.29,13.775
"trinityContig29359||sp|Q08357.1|","Nontoxin","NT",2.9,2.51,5.38,2.71,3.375
"trinityContig29361||Nontoxin_ChorrA_UDPadpNa_1f2540","Nontoxin","NT",16.72,26.45,14.89,27.32,21.345
"trinityContig29391||283967at32523","Nontoxin","NT",3.98,7.39,7.69,3.82,5.72
"trinityContig29401||sp|Q96ST2.2|","Nontoxin","NT",17.58,17.31,28.15,17.52,20.14
"trinityContig29444||sp|P25685.4|","Nontoxin","NT",15.95,17.65,36.25,21.72,22.8925
"trinityContig29450||224090at32523__Scramblase","Nontoxin","NT",22.34,9.66,13.23,17.87,15.775
"trinityContig29458||225823at32523__I-set","Nontoxin","NT",3.97,1.58,3.23,0,2.195
"trinityContig29489||307391at32523","Nontoxin","NT",17.42,9.14,38.05,6.71,17.83
"trinityContig29490||264371at32523__SSXT","Nontoxin","NT",7.27,6.57,6.46,2.66,5.74
"trinityContig29495||sp|Q2HJH0|LSM5_BOVIN","Nontoxin","NT",27.08,20.48,78.67,23.71,37.485
"trinityContig29495||sp|Q6U7I1.1|","Nontoxin","NT",16.75,14.65,17.13,21.05,17.395
"trinityContig29496||sp|P87362.1|","Nontoxin","NT",10.11,17.06,19.34,10.78,14.3225
"trinityContig29508||OMPdecase","Nontoxin","NT",3.71,7.44,8.65,5.53,6.3325
"trinityContig29517||188951at32523__TGT","Nontoxin","NT",6.49,6.36,6.66,5.95,6.365
"trinityContig29527||59232at32523__DBC1","Nontoxin","NT",12.57,9.67,7.51,8.23,9.495
"trinityContig29530||sp|Q96KB5.3|","Nontoxin","NT",0.17,0.15,8.34,5.46,3.53
"trinityContig29531||sp|Q92769.2|","Nontoxin","NT",19.62,15.38,27.26,14.49,19.1875
"trinityContig29532||sp|Q6GQ26.1|","Nontoxin","NT",15.61,5.87,8.45,5.15,8.77
"trinityContig29537||243068at32523","Nontoxin","NT",5.17,13.13,7.52,5.57,7.8475
"trinityContig29544||sp|O35344.1|","Nontoxin","NT",7.96,9.28,10.21,9.81,9.315
"trinityContig29563||163231at32523__Tub","Nontoxin","NT",14.51,4.09,12.41,8.76,9.9425
"trinityContig29569||167447at32523","Nontoxin","NT",8.78,6.13,6.7,6.65,7.065
"trinityContig29588||sp|Q9H9J2.1|","Nontoxin","NT",14.34,19.76,12.46,22.61,17.2925
"trinityContig2962||sp|Q8K2L8.2|","Nontoxin","NT",5.31,7.96,8.37,5.9,6.885
"trinityContig2964||sp|P62253|UB2G1_HUMAN","Nontoxin","NT",16.13,14.56,10.34,10.76,12.9475
"trinityContig29711||sp|P18708.1|","Nontoxin","NT",5.29,4.41,8.65,2.99,5.335
"trinityContig2971||97344at32523__Carn_acyltransf","Nontoxin","NT",10.69,6.84,5.49,4.98,7
"trinityContig2973||Nontoxin_ChorrA_mTIM21_xng","Nontoxin","NT",6.93,11.61,12.37,13.21,11.03
"trinityContig29762||Oxysterol_BP","Nontoxin","NT",2.95,3.07,2.63,1.73,2.595
"trinityContig29770||Nontoxin_ChorrA_SuperoxideDismutaseMn_xng","Nontoxin","NT",13.74,15.06,20.3,11.9,15.25
"trinityContig29775||262918at32523__Ras","Nontoxin","NT",3.52,1.98,4.86,1.56,2.98
"trinityContig29795||sp|Q11200|SIA4A_CHICK","Nontoxin","NT",16.19,22.2,26.11,14.29,19.6975
"trinityContig29807||144000at32523","Nontoxin","NT",5.81,6.39,3.7,8.17,6.0175
"trinityContig29824||178320at32523","Nontoxin","NT",0.91,7.21,6.43,5.67,5.055
"trinityContig29828||272098at32523","Nontoxin","NT",0,3.96,3.27,2.86,2.5225
"trinityContig29841||sp|Q9UKZ9.1|","Nontoxin","NT",0.13,0,10.87,0,2.75
"trinityContig29842||95836at32523__Pkinase","Nontoxin","NT",5.08,4.14,4.96,6.52,5.175
"trinityContig29889||78827at32523","Nontoxin","NT",7.86,5.61,6.04,10.32,7.4575
"trinityContig2988||174649at32523__Calponin","Nontoxin","NT",0.83,0.73,3.6,0,1.29
"trinityContig29891||sp|O60671.1|","Nontoxin","NT",2.05,3.09,4.67,4.89,3.675
"trinityContig2989||sp|P63154.1|","Nontoxin","NT",6.14,4.5,8.54,6.01,6.2975
"trinityContig29912||sp|Q9R111|GUAD_MOUSE","Nontoxin","NT",4.48,1.94,0.5,6.95,3.4675
"trinityContig29919||2-Hacid_dh_C","Nontoxin","NT",6.48,6.9,10.16,4.77,7.0775
"trinityContig29975||sp|F6V515.1|","Nontoxin","NT",12.99,6.12,12.56,15.14,11.7025
"trinityContig299||sp|Q9Y3B1.2|","Nontoxin","NT",9.15,7.77,4.79,12.88,8.6475
"trinityContig30022||215649at32523","Nontoxin","NT",12.87,17.44,18.83,17.85,16.7475
"trinityContig30056||sp|P78536.1|","Nontoxin","NT",13.2,13.35,14.77,10.78,13.025
"trinityContig30059||sp|Q8NA29.1|","Nontoxin","NT",7.01,6.15,3.96,4.76,5.47
"trinityContig30066||sp|Q8IXI2.2|","Nontoxin","NT",9.87,13.96,14.75,11.4,12.495
"trinityContig30083||296383at32523__Syndecan","Nontoxin","NT",11.67,7.16,28.18,7.92,13.7325
"trinityContig30084||sp|P51808|DYLT3_HUMAN","Nontoxin","NT",4.92,6.42,9.82,2.24,5.85
"trinityContig30109||Nontoxin_ChorrA_Jagunal-1_xng","Nontoxin","NT",25.66,31.02,17.92,46.24,30.21
"trinityContig30110||Nontoxin_ChorrA_Forkhead-I1ema_xng","Nontoxin","NT",18.75,15.23,26.19,16.48,19.1625
"trinityContig30137||171612at32523","Nontoxin","NT",5.17,4.06,5.61,5.64,5.12
"trinityContig30137||21870at32523__Kinesin","Nontoxin","NT",0.47,0.07,12.31,13.24,6.5225
"trinityContig30162||Nontoxin_ChorrA_GILT_xng","Nontoxin","NT",8.77,6.18,6.71,17.26,9.73
"trinityContig30172||sp|Q9H477.1|","Nontoxin","NT",2.17,2.89,15.13,4.15,6.085
"trinityContig30177||Nontoxin_ChorrA_Akirin2_xng","Nontoxin","NT",4.13,10.62,8.6,13.74,9.2725
"trinityContig30183||Nontoxin_ChorrA_HistoneH2A_xng","Nontoxin","NT",6.64,5.21,11.54,7.4,7.6975
"trinityContig30187||Nontoxin_ChorrA_Thioredox15_1f5219","Nontoxin","NT",25.84,45.72,67.91,39.61,44.77
"trinityContig30232||Nontoxin_ChorrA_C6orf125_1f6548","Nontoxin","NT",15.51,16.6,19.16,12.37,15.91
"trinityContig30239||17185at32523","Nontoxin","NT",68.27,65.97,54.36,61.39,62.4975
"trinityContig30262||betaPIX_CC","Nontoxin","NT",2.6,4.96,2.36,2.08,3
"trinityContig30267||Nontoxin_ChorrA_MCP_xng","Nontoxin","NT",10.62,11.86,9.55,38.38,17.6025
"trinityContig30359||sp|Q0V9C8|KXDL1_XENTR","Nontoxin","NT",0,0,0,0,0
"trinityContig30415||Nontoxin_ChorrA_RibS10_1f8370","Nontoxin","NT",13.98,20.61,18.62,14.26,16.8675
"trinityContig30431||sp|Q12829.1|","Nontoxin","NT",9.76,7.54,10.37,8.67,9.085
"trinityContig30454||FEZ","Nontoxin","NT",1.8,2.1,5.88,1.69,2.8675
"trinityContig30458||sp|Q5XIV0.1|","Nontoxin","NT",2.2,2.18,7.87,1.04,3.3225
"trinityContig30468||Nontoxin_ChorrA_thymidylateSyn_1f10997","Nontoxin","NT",0.72,0,22.33,25.35,12.1
"trinityContig30478||Nontoxin_ChorrA_Rab24_xng","Nontoxin","NT",22.86,15.13,20,21.41,19.85
"trinityContig30496||Nontoxin_ChorrA_VAC14_xng","Nontoxin","NT",9.48,9.1,8.81,16.76,11.0375
"trinityContig30565||Nontoxin_ChorrA_CathepsinD_xng","Nontoxin","NT",35.88,38.24,37.37,46.91,39.6
"trinityContig30565||sp|Q96R05.1|","Nontoxin","NT",4.33,9.73,12.76,1.73,7.1375
"trinityContig3056||ChaC","Nontoxin","NT",2.2,2.43,3.28,26.23,8.535
"trinityContig3061||sp|Q9HD20.2|","Nontoxin","NT",10.89,12.99,9.46,9.76,10.775
"trinityContig30676||136752at32523__VPS9","Nontoxin","NT",6.87,8.64,4.97,5.6,6.52
"trinityContig30695||223786at32523__zf-H2C2_2","Nontoxin","NT",0.98,3.9,3.72,3.39,2.9975
"trinityContig3070||sp|O35047.1|","Nontoxin","NT",17.51,12.18,43.34,17.76,22.6975
"trinityContig30729||Nontoxin_ChorrA_ATPSynLipid-4_xng","Nontoxin","NT",10.36,15.46,25.18,21.12,18.03
"trinityContig30731||sp|Q99622|C10_HUMAN","Nontoxin","NT",11.74,12.97,12.51,17.41,13.6575
"trinityContig30758||sp|Q0V8A3.1|","Nontoxin","NT",6.24,4.79,6.78,5.4,5.8025
"trinityContig30768||106895at32523","Nontoxin","NT",0,0.11,4.39,0,1.125
"trinityContig30768||SGIII","Nontoxin","NT",1.52,0.44,0.55,4.33,1.71
"trinityContig30780||Nontoxin_ChorrA_TOM22_xng","Nontoxin","NT",56.24,67.18,101.24,122.75,86.8525
"trinityContig30791||sp|Q5ZJI9.1|","Nontoxin","NT",11.56,12.92,18.33,25.86,17.1675
"trinityContig30803||Nontoxin_ChorrA_P2X-4_xng","Nontoxin","NT",9.92,13.69,13.89,15.11,13.1525
"trinityContig30829||168634at32523__zf-4CXXC_R1","Nontoxin","NT",0.65,1.27,7.78,9.43,4.7825
"trinityContig3085||sp|Q5ZHQ6.1|","Nontoxin","NT",6.66,6.39,15.5,5.23,8.445
"trinityContig30905||173903at32523__Metallophos","Nontoxin","NT",6.79,9.84,8.85,11.23,9.1775
"trinityContig30948||FAM104","Nontoxin","NT",14.82,10.14,42.04,31.83,24.7075
"trinityContig3098||sp|Q91VP7.1|","Nontoxin","NT",2.74,2.86,3.79,2.21,2.9
"trinityContig30991||sp|P61923.1|","Nontoxin","NT",78.9,111.95,108.51,84.21,95.8925
"trinityContig3100||Nontoxin_ChorrA_Multivesicular-2b_xng","Nontoxin","NT",16.2,13.01,26.88,10.4,16.6225
"trinityContig31112||275073at32523","Nontoxin","NT",1.08,2.78,0,0.94,1.2
"trinityContig31156||Frizzled","Nontoxin","NT",3.87,1.55,2.68,4.11,3.0525
"trinityContig31186||sp|Q921K9|BCL7B_MOUSE","Nontoxin","NT",8.95,9.31,11.11,12.5,10.4675
"trinityContig31189||95836at32523","Nontoxin","NT",4.74,5.04,9.02,4.69,5.8725
"trinityContig31190||sp|P61217|RPAB2_CRIGR","Nontoxin","NT",69.73,72.19,116.69,74.11,83.18
"trinityContig31231||30264at32523__FH2","Nontoxin","NT",6.42,5.62,3.75,2.4,4.5475
"trinityContig31285||sp|O70302.2|","Nontoxin","NT",1.74,0.51,6,1.43,2.42
"trinityContig31325||sp|Q00589.2|","Nontoxin","NT",10.53,5.37,11.43,6.36,8.4225
"trinityContig31347||144000at32523","Nontoxin","NT",8.45,9.29,7.51,7.33,8.145
"trinityContig31347||sp|Q58D78.2|","Nontoxin","NT",6.13,1.74,4.04,1.3,3.3025
"trinityContig31351||TSC22","Nontoxin","NT",5.17,1.46,7.52,6.97,5.28
"trinityContig31355||Nontoxin_ChorrA_NTermMethyltransferase_xng","Nontoxin","NT",7.51,11.31,9.67,15.6,11.0225
"trinityContig3137||Tcf25","Nontoxin","NT",7.49,11.19,8.43,13.73,10.21
"trinityContig31415||255400at32523__Yippee-Mis18","Nontoxin","NT",3.25,3.18,7.84,9.46,5.9325
"trinityContig31430||Troponin","Nontoxin","NT",95.94,3.71,21.11,0,30.19
"trinityContig3145||sp|O97561|STC2_MACNE","Nontoxin","NT",4.54,23.67,22.2,13.59,16
"trinityContig31469||sp|Q5PQ71.1|","Nontoxin","NT",11.48,20.04,40.22,14.38,21.53
"trinityContig31510||sp|Q15326.2|","Nontoxin","NT",10.45,6.25,11.45,10.11,9.565
"trinityContig31517||sp|Q9D099.1|","Nontoxin","NT",0,3.04,10.87,0.57,3.62
"trinityContig3151||217535at32523__MitMem_reg","Nontoxin","NT",59.56,92.18,59.42,92.3,75.865
"trinityContig31522||sp|Q96SU4.2|","Nontoxin","NT",10.58,8.65,13.43,9.8,10.615
"trinityContig31602||GARS_A","Nontoxin","NT",4.97,3.47,8.47,8.34,6.3125
"trinityContig31608||sp|Q8K396.1|","Nontoxin","NT",0.63,1.38,18.7,10.11,7.705
"trinityContig31626||sp|Q5ZM65.2|","Nontoxin","NT",6.78,6.51,6.41,8.83,7.1325
"trinityContig31654||sp|Q8NCJ5.2|","Nontoxin","NT",10.18,9.37,8.22,8.37,9.035
"trinityContig31673||sp|P21816.1|","Nontoxin","NT",0.95,0,7.19,0,2.035
"trinityContig31690||Upf2","Nontoxin","NT",3.43,4.73,3.73,4.67,4.14
"trinityContig31737||MFS_2","Nontoxin","NT",14.73,15.14,13.19,23.8,16.715
"trinityContig31747||181904at32523","Nontoxin","NT",0.75,2.62,2.45,1.38,1.8
"trinityContig31779||96913at32523__DUF4392","Nontoxin","NT",12.27,8.5,8.78,7.06,9.1525
"trinityContig31782||Nontoxin_ChorrA_Golgi7_xng","Nontoxin","NT",8.61,10.85,7.48,14.92,10.465
"trinityContig31802||Nontoxin_ChorrA_Rab14_xng","Nontoxin","NT",16.68,16.29,19.07,18.95,17.7475
"trinityContig31803||255382at32523","Nontoxin","NT",2.54,2.89,5.18,0,2.6525
"trinityContig31816||Nontoxin_ChorrA_Oxidoreductase-HTATIP2_xng","Nontoxin","NT",39.53,50.58,88.74,38.45,54.325
"trinityContig31817||111475at32523__Pkinase","Nontoxin","NT",0,22.29,22.94,5,12.5575
"trinityContig31825||171475at32523","Nontoxin","NT",0,0,0,6.24,1.56
"trinityContig3182||sp|P56982|TM14A_BOVIN","Nontoxin","NT",31.62,45.67,78.66,17.71,43.415
"trinityContig31835||40748at32523","Nontoxin","NT",32.6,24.74,25.64,31.38,28.59
"trinityContig31836||Nontoxin_ChorrA_ZF36_xng","Nontoxin","NT",12.08,4.92,6.91,10.95,8.715
"trinityContig31837||293250at32523","Nontoxin","NT",0,0,0,2.53,0.6325
"trinityContig31846||282571at32523","Nontoxin","NT",4.25,9.36,11.09,4.09,7.1975
"trinityContig31857||sp|Q5F499.1|","Nontoxin","NT",8.25,10.08,10.21,21.16,12.425
"trinityContig31869||sp|Q16236.3|","Nontoxin","NT",16.02,14.63,11.88,11.17,13.425
"trinityContig31870||292703at32523","Nontoxin","NT",30.73,28.28,42.01,24.53,31.3875
"trinityContig31873||Strumpellin","Nontoxin","NT",1.25,3.14,4.08,4.15,3.155
"trinityContig31877||81302at32523","Nontoxin","NT",0,17.08,7.13,2.09,6.575
"trinityContig3187||230787at32523__DUF5561","Nontoxin","NT",21.84,20.76,37.29,23.51,25.85
"trinityContig31881||156345at32523__DUF974","Nontoxin","NT",0,5.05,0,0,1.2625
"trinityContig31888||94189at32523","Nontoxin","NT",1.12,24.52,30.91,14.34,17.7225
"trinityContig31905||sp|O14653.2|","Nontoxin","NT",1.92,2.75,10.27,1.06,4
"trinityContig31922||sp|Q29551.2|","Nontoxin","NT",21.75,13.52,16.41,15.38,16.765
"trinityContig31930||sp|Q8R0H9.1|","Nontoxin","NT",2.91,6.05,3.08,3.79,3.9575
"trinityContig31945||sp|Q5RCY9.1|","Nontoxin","NT",23.89,26.65,20.94,11.49,20.7425
"trinityContig31982||sp|P0C870.1|","Nontoxin","NT",2.53,3.59,5.5,4.22,3.96
"trinityContig31991||sp|Q15208.1|","Nontoxin","NT",6.13,3.57,8.47,2.25,5.105
"trinityContig31991||sp|Q9UKF6.1|","Nontoxin","NT",18.2,22.36,27.67,24.93,23.29
"trinityContig31998||sp|Q8BWT1.3|","Nontoxin","NT",26.82,22.27,15.43,33.57,24.5225
"trinityContig32009||Nontoxin_ChorrA_HCoADH_xng","Nontoxin","NT",22.89,23.85,14.2,17.23,19.5425
"trinityContig32012||Cu_amine_oxid","Nontoxin","NT",1.83,0,6.77,0.71,2.3275
"trinityContig32017||sp|Q91WD2.2|","Nontoxin","NT",11.4,17.81,14.73,13.78,14.43
"trinityContig32018||sp|O00418.2|","Nontoxin","NT",7.61,6.05,4.6,5.71,5.9925
"trinityContig32018||sp|Q6GM29.1|","Nontoxin","NT",11.56,10.13,19.51,6.58,11.945
"trinityContig32019||sp|O00418.2|","Nontoxin","NT",25.84,23.68,10.82,12.75,18.2725
"trinityContig32020||Nontoxin_ChorrA_MPInh3_xng","Nontoxin","NT",12.84,4.75,11.02,7.02,8.9075
"trinityContig32029||199379at32523__DUF4656","Nontoxin","NT",5.53,5.95,7.27,6.99,6.435
"trinityContig32038||46322at32523__KH_1","Nontoxin","NT",5.85,1.88,4.7,5.37,4.45
"trinityContig32039||Nontoxin_ChorrA_TMP-5_xng","Nontoxin","NT",4.55,1.92,9.37,6.76,5.65
"trinityContig32048||233141at32523","Nontoxin","NT",28.2,29.53,37.74,16.01,27.87
"trinityContig32052||sp|Q66HG5.1|","Nontoxin","NT",44.59,30.91,50.14,18.12,35.94
"trinityContig32056||Nontoxin_ChorrA_GammaSecretase_xng","Nontoxin","NT",31.99,32.08,24.34,59.33,36.935
"trinityContig32060||Nontoxin_ChorrA_Carrier2_xng","Nontoxin","NT",20.21,9.85,11.15,17.73,14.735
"trinityContig32073||Nontoxin_ChorrA_ProteasomeRed9_xng","Nontoxin","NT",8.76,9.67,6.8,14.39,9.905
"trinityContig32110||sp|E1BSW7.2|","Nontoxin","NT",5.16,3.94,32.93,21.02,15.7625
"trinityContig32136||sp|P28497.1|","Nontoxin","NT",39.05,42.6,45.89,42.85,42.5975
"trinityContig32148||239933at32523__RRM_1","Nontoxin","NT",5.45,4.49,5.92,8.47,6.0825
"trinityContig32171||sp|Q8VEH0.1|","Nontoxin","NT",13.67,13.2,12.88,7.98,11.9325
"trinityContig3218||NID","Nontoxin","NT",3.62,2.7,5.82,4.36,4.125
"trinityContig32193||sp|Q5TFE4.1|","Nontoxin","NT",13.68,19.61,11.6,15.3,15.0475
"trinityContig32217||212926at32523","Nontoxin","NT",0.64,1.42,5.25,3.15,2.615
"trinityContig32223||sp|Q0VCW8.1|","Nontoxin","NT",14.69,23.35,32.45,10.82,20.3275
"trinityContig32242||96102at32523","Nontoxin","NT",1.38,0,0,1.63,0.7525
"trinityContig32244||sp|Q15035.1|","Nontoxin","NT",25.21,22.51,33.82,9.16,22.675
"trinityContig32269||197528at32523__Pox_MCEL","Nontoxin","NT",9.39,10,15.14,9.57,11.025
"trinityContig32277||Nontoxin_ChorrA_C21orf59_xng","Nontoxin","NT",6.49,9.94,17.09,10.58,11.025
"trinityContig32288||PAP2","Nontoxin","NT",8.94,9.17,2.67,15.94,9.18
"trinityContig32309||sp|Q5ZKX6.1|","Nontoxin","NT",4.43,4.34,6.65,0.89,4.0775
"trinityContig32322||230031at32523__HECT","Nontoxin","NT",3.98,3.04,4.32,3.65,3.7475
"trinityContig32353||sp|Q13404.2|","Nontoxin","NT",11.54,20.7,37.61,10.44,20.0725
"trinityContig32356||sp|Q1JQ92.1|","Nontoxin","NT",6.07,10.3,9.89,10.41,9.1675
"trinityContig32375||Nop","Nontoxin","NT",15.85,28.44,21.69,30.89,24.2175
"trinityContig32406||197098at32523","Nontoxin","NT",1.37,3.31,1.85,5.99,3.13
"trinityContig32411||sp|Q9H7X0.1|","Nontoxin","NT",12.2,11.68,5.14,4.18,8.3
"trinityContig3241||sp|Q9BU89.1|","Nontoxin","NT",5.07,10.32,6.93,6.74,7.265
"trinityContig32440||sp|Q9Y530.2|","Nontoxin","NT",3.01,1.32,4.36,4.29,3.245
"trinityContig32466||sp|Q5R421.1|","Nontoxin","NT",8.07,10.82,21.45,10.4,12.685
"trinityContig32483||284944at32523","Nontoxin","NT",13.37,19.83,12.84,21.09,16.7825
"trinityContig32491||sp|Q28I38.1|","Nontoxin","NT",15.34,14.89,15.61,12.8,14.66
"trinityContig32529||sp|Q3ULD5.1|","Nontoxin","NT",23.28,28.52,42,10.34,26.035
"trinityContig32532||sp|Q5ZIJ2.3|","Nontoxin","NT",16.83,23.3,28.28,21.72,22.5325
"trinityContig3254||Nontoxin_ChorrA_ChromosomeCondensation_xng","Nontoxin","NT",3.48,4.63,5.39,12.12,6.405
"trinityContig32568||sp|Q5ZJ60.1|","Nontoxin","NT",2.66,17.94,15.31,1.08,9.2475
"trinityContig32572||185805at32523__DZF","Nontoxin","NT",8.26,12.76,10.25,12.78,11.0125
"trinityContig32583||120577at32523","Nontoxin","NT",34.18,37.87,41.1,37.82,37.7425
"trinityContig32590||sp|Q91WE6.1|","Nontoxin","NT",5.67,7.69,9.57,8.31,7.81
"trinityContig32606||155782at32523__Caprin-1_C","Nontoxin","NT",17.36,17.77,15.49,14.16,16.195
"trinityContig32607||155782at32523__Caprin-1_C","Nontoxin","NT",7.38,0.53,12.5,3.14,5.8875
"trinityContig32617||156913at32523__Bin3","Nontoxin","NT",5.72,8.23,6.21,11.8,7.99
"trinityContig32634||sp|Q8WTR2.1|","Nontoxin","NT",4.07,8.02,7.82,7.66,6.8925
"trinityContig32639||134419at32523","Nontoxin","NT",4.63,1.36,5.37,4.84,4.05
"trinityContig32660||sp|Q5F3J5.1|","Nontoxin","NT",23.12,18.4,27.13,20.58,22.3075
"trinityContig32673||195601at32523__Mito_carr","Nontoxin","NT",3.24,1.67,1.76,3.99,2.665
"trinityContig32679||sp|Q3KRD5.1|","Nontoxin","NT",9.2,11.74,9.39,15.05,11.345
"trinityContig32689||174365at32523__DFF40","Nontoxin","NT",2.2,6.78,5.97,3.91,4.715
"trinityContig32728||Nontoxin_ChorrA_HistoneH3-2_xng","Nontoxin","NT",2.41,11.05,4.58,3.38,5.355
"trinityContig32735||Nontoxin_ChorrA_mRpS33_xng","Nontoxin","NT",19.07,30.34,29.48,24.01,25.725
"trinityContig32761||sp|Q3T099.1|","Nontoxin","NT",2.22,3.94,3.1,3.81,3.2675
"trinityContig3276||53535at32523__Cullin","Nontoxin","NT",5.36,5.85,4.49,4.28,4.995
"trinityContig32792||HECT","Nontoxin","NT",7.62,3.08,5.86,6.52,5.77
"trinityContig32798||sp|E1C6Q1.1|","Nontoxin","NT",0,0,6.2,2.69,2.2225
"trinityContig32827||Nontoxin_ChorrA_Succinyltransferase_xng","Nontoxin","NT",13.27,12.09,18.4,14.96,14.68
"trinityContig32869||F_actin_bind","Nontoxin","NT",5.82,1.28,4.74,7.86,4.925
"trinityContig32886||Ribosomal_L2_C","Nontoxin","NT",18.6,21.59,28.11,22.35,22.6625
"trinityContig3289||sp|Q8JZY2.1|","Nontoxin","NT",3.24,2.86,5.28,2.85,3.5575
"trinityContig3291||Nontoxin_ChorrA_C17orf37_xng","Nontoxin","NT",40.8,41.42,142.58,33.7,64.625
"trinityContig3292||sp|Q99KK2.2|","Nontoxin","NT",8.28,10.59,8.86,5.43,8.29
"trinityContig32938||sp|P62256.1|","Nontoxin","NT",3.62,3.19,3.06,0.39,2.565
"trinityContig32947||258987at32523__C1q","Nontoxin","NT",0,0,3.77,0,0.9425
"trinityContig32951||sp|P62915.1|","Nontoxin","NT",14.31,13.01,11.9,12.71,12.9825
"trinityContig32964||sp|Q2T9W6.1|","Nontoxin","NT",4.63,5.67,8.97,2.27,5.385
"trinityContig33069||NIPSNAP","Nontoxin","NT",0.44,0.42,0.78,4.09,1.4325
"trinityContig33089||Nontoxin_ChorrA_Pallidin_xng","Nontoxin","NT",5.28,9.13,11.34,7.19,8.235
"trinityContig33091||Nontoxin_ChorrA_EnolasePhosphatase-E1_xng","Nontoxin","NT",10.36,18.36,12.23,12.73,13.42
"trinityContig33108||sp|Q9Z2N8.2|","Nontoxin","NT",3.67,7.94,7.31,8.26,6.795
"trinityContig33110||Nontoxin_ChorrA_Tumor2_xng","Nontoxin","NT",5.53,3.99,7.02,9.08,6.405
"trinityContig33136||Nontoxin_ChorrA_ProphobilinogenDeaminase_xng","Nontoxin","NT",18.62,25.6,15.17,23.8,20.7975
"trinityContig33155||Nontoxin_ChorrA_PeroxisomalMP11B_xng","Nontoxin","NT",13.98,16.42,11.25,19.31,15.24
"trinityContig33164||264635at32523","Nontoxin","NT",2.36,0.95,0.52,1.02,1.2125
"trinityContig33165||Nontoxin_ChorrA_KIAA1324_xng","Nontoxin","NT",93.1,59.28,86.04,49.99,72.1025
