"gene_id","class","toxin_family","Csasa-LIAP244","Average"
"trinityContig1833||sp|Q9D8N0.3|","Nontoxin","NT",103.75,103.75
"trinityContig18346||210788at32523__SH3BP5","Nontoxin","NT",12.96,12.96
"trinityContig18351||sp|Q98TX3.1|","Nontoxin","NT",28.66,28.66
"trinityContig18361||278087at32523","Nontoxin","NT",15.83,15.83
"trinityContig18362||278087at32523","Nontoxin","NT",16.7,16.7
"trinityContig1837||sp|P45883.2|","Nontoxin","NT",18.45,18.45
"trinityContig18389||PAF-AH_p_II","Nontoxin","NT",37.54,37.54
"trinityContig18395||sp|P51912.2|","Nontoxin","NT",53.52,53.52
"trinityContig18399||sp|Q50KA9.1|","Nontoxin","NT",462.2,462.2
"trinityContig18445||sp|P23004.2|","Nontoxin","NT",25.82,25.82
"trinityContig18456||sp|P25787.2|","Nontoxin","NT",102.2,102.2
"trinityContig18458||227404at32523__Proteasome","Nontoxin","NT",0,0
"trinityContig18460||233141at32523","Nontoxin","NT",22.25,22.25
"trinityContig18462||233141at32523","Nontoxin","NT",19.12,19.12
"trinityContig18465||sp|Q5RB02.1|","Nontoxin","NT",23.91,23.91
"trinityContig18474||sp|Q5U2Z3.1|","Nontoxin","NT",24.04,24.04
"trinityContig184||304806at32523","Nontoxin","NT",10.05,10.05
"trinityContig18590||sp|A6H7H1.1|","Nontoxin","NT",55.82,55.82
"trinityContig1859||sp|Q5ZKX6.1|","Nontoxin","NT",8.39,8.39
"trinityContig18615||sp|Q92485.2|","Nontoxin","NT",16.7,16.7
"trinityContig18625||sp|Q03669.2|","Nontoxin","NT",16.1,16.1
"trinityContig18630||XTBD","Nontoxin","NT",21.26,21.26
"trinityContig18639||242271at32523","Nontoxin","NT",6.93,6.93
"trinityContig18643||63076at32523","Nontoxin","NT",61.18,61.18
"trinityContig18649||sp|Q9YGD2.1|","Nontoxin","NT",18.54,18.54
"trinityContig18650||192192at32523","Nontoxin","NT",5.32,5.32
"trinityContig1867||269451at32523__Ribo_biogen_C","Nontoxin","NT",16.3,16.3
"trinityContig18700||226027at32523","Nontoxin","NT",26.95,26.95
"trinityContig18708||sp|Q5ZK03.1|","Nontoxin","NT",35.51,35.51
"trinityContig18716||Sad1_UNC","Nontoxin","NT",7.46,7.46
"trinityContig18728||93219at32523__tRNA-synt_2","Nontoxin","NT",18.68,18.68
"trinityContig18729||sp|Q15046.3|","Nontoxin","NT",14.18,14.18
"trinityContig18753||sp|Q5ZIA5.1|","Nontoxin","NT",32.61,32.61
"trinityContig18759||298011at32523","Nontoxin","NT",22.06,22.06
"trinityContig18762||sp|P67962.1|","Nontoxin","NT",25.16,25.16
"trinityContig18775||sp|Q3SZA5.1|","Nontoxin","NT",22.46,22.46
"trinityContig18798||sp|P63243.3|","Nontoxin","NT",184.18,184.18
"trinityContig18839||sp|Q8N6M0.1|","Nontoxin","NT",9.03,9.03
"trinityContig18865||sp|O43808.1|","Nontoxin","NT",47.44,47.44
"trinityContig18870||sp|Q6GLP7.1|","Nontoxin","NT",17.89,17.89
"trinityContig18881||sp|P55212.2|","Nontoxin","NT",35.61,35.61
"trinityContig18882||209207at32523__Peptidase_C14","Nontoxin","NT",21.26,21.26
"trinityContig1890||sp|Q29502.1|","Nontoxin","NT",8.81,8.81
"trinityContig18950||sp|P52435.1|","Nontoxin","NT",27.82,27.82
"trinityContig18976||sp|P63208.2|","Nontoxin","NT",40.49,40.49
"trinityContig19069||230754at32523__Ribosomal_S2","Nontoxin","NT",5.14,5.14
"trinityContig19087||sp|Q58DT0.1|","Nontoxin","NT",36.82,36.82
"trinityContig19089||92700at32523__BACK","Nontoxin","NT",13.51,13.51
"trinityContig19091||sp|P63271.1|","Nontoxin","NT",29.8,29.8
"trinityContig19109||sp|P23711.1|","Nontoxin","NT",32.37,32.37
"trinityContig19125||158404at32523","Nontoxin","NT",29.51,29.51
"trinityContig1912||290487at32523__Ubiquitin_4","Nontoxin","NT",17.87,17.87
"trinityContig19158||sp|Q2KIR8.1|","Nontoxin","NT",8.08,8.08
"trinityContig19160||sp|Q9Y450.1|","Nontoxin","NT",15.69,15.69
"trinityContig19168||sp|Q7ZXH9.1|","Nontoxin","NT",15.29,15.29
"trinityContig19172||sp|Q6PC91.1|","Nontoxin","NT",59.8,59.8
"trinityContig19210||sp|P81103.3|","Nontoxin","NT",203.35,203.35
"trinityContig19230||sp|P33879.1|","Nontoxin","NT",13.53,13.53
"trinityContig19235||sp|Q9WV03.1|","Nontoxin","NT",27.75,27.75
"trinityContig19267||sp|P81942.1|","Nontoxin","NT",94.93,94.93
"trinityContig19272||sp|Q27958.3|","Nontoxin","NT",11.18,11.18
"trinityContig19281||279702at32523","Nontoxin","NT",13.31,13.31
"trinityContig19293||sp|Q86V85.1|","Nontoxin","NT",8.5,8.5
"trinityContig19316||sp|Q95KK4.1|","Nontoxin","NT",6.07,6.07
"trinityContig1934||292000at32523","Nontoxin","NT",4.8,4.8
"trinityContig19404||194878at32523","Nontoxin","NT",28.26,28.26
"trinityContig19426||sp|P0DN79.1|","Nontoxin","NT",28.85,28.85
"trinityContig19439||sp|P80467.1|","Nontoxin","NT",29.61,29.61
"trinityContig19445||97729at32523__Alpha-amylase","Nontoxin","NT",74.89,74.89
"trinityContig19455||sp|Q5REU4.1|","Nontoxin","NT",28.01,28.01
"trinityContig19463||Y_phosphatase","Nontoxin","NT",6.91,6.91
"trinityContig19469||sp|Q9WTX6.1|","Nontoxin","NT",19.6,19.6
"trinityContig19472||182302at32523__Peptidase_A22B","Nontoxin","NT",184.97,184.97
"trinityContig19483||68460at32523__ALIX_LYPXL_bnd","Nontoxin","NT",17.57,17.57
"trinityContig19485||sp|P35080.3|","Nontoxin","NT",30.48,30.48
"trinityContig19486||sp|Q63009.1|","Nontoxin","NT",21.46,21.46
"trinityContig19499||sp|Q28EB4.1|","Nontoxin","NT",23.67,23.67
"trinityContig19503||sp|P26040.3|","Nontoxin","NT",66.06,66.06
"trinityContig19509||sp|P10897.2|","Nontoxin","NT",26.69,26.69
"trinityContig19512||sp|Q9NWD8.1|","Nontoxin","NT",18.6,18.6
"trinityContig19513||Ribosomal_L4","Nontoxin","NT",397.98,397.98
"trinityContig19514||135534at32523__I-set","Nontoxin","NT",6.68,6.68
"trinityContig19574||sp|Q9Y6G3.1|","Nontoxin","NT",38.18,38.18
"trinityContig1957||195601at32523__Mito_carr","Nontoxin","NT",7.24,7.24
"trinityContig19643||sp|P61221.1|","Nontoxin","NT",30.06,30.06
"trinityContig19676||SPC25","Nontoxin","NT",196.2,196.2
"trinityContig19678||172839at32523","Nontoxin","NT",19.73,19.73
"trinityContig19685||sp|Q90673.1|","Nontoxin","NT",96.26,96.26
"trinityContig19687||sp|Q5RCU5.3|","Nontoxin","NT",32.64,32.64
"trinityContig19704||sp|P37837.2|","Nontoxin","NT",32.19,32.19
"trinityContig19729||152021at32523","Nontoxin","NT",5.66,5.66
"trinityContig19751||sp|B1AXP6.1|","Nontoxin","NT",0,0
"trinityContig19767||207164at32523","Nontoxin","NT",20.21,20.21
"trinityContig19861||219728at32523__MitMem_reg","Nontoxin","NT",23.5,23.5
"trinityContig19873||sp|Q9UEE5.2|","Nontoxin","NT",10.02,10.02
"trinityContig19877||sp|P35521.1|","Nontoxin","NT",21.01,21.01
"trinityContig19879||sp|Q5F3Z7.2|","Nontoxin","NT",17.53,17.53
"trinityContig19891||sp|Q9BZW5.2|","Nontoxin","NT",22.09,22.09
"trinityContig19895||sp|O60573.1|","Nontoxin","NT",21.07,21.07
"trinityContig19907||sp|Q9UKT8.2|","Nontoxin","NT",9.81,9.81
"trinityContig19914||sp|P60228.1|","Nontoxin","NT",98.07,98.07
"trinityContig19923||sp|Q9UPY5.1|","Nontoxin","NT",15.2,15.2
"trinityContig19933||sp|Q02370.2|","Nontoxin","NT",40.78,40.78
"trinityContig19951||sp|E2QV03.1|","Nontoxin","NT",10.91,10.91
"trinityContig20004||Period_C","Nontoxin","NT",6.64,6.64
"trinityContig20178||sp|Q5ZKY4.1|","Nontoxin","NT",3.29,3.29
"trinityContig20184||sp|Q5ZMD6.3|","Nontoxin","NT",4.89,4.89
"trinityContig20267||135019at32523","Nontoxin","NT",5.68,5.68
"trinityContig20270||sp|Q5ZML5.1|","Nontoxin","NT",10.21,10.21
"trinityContig20325||sp|P52434.4|","Nontoxin","NT",7.2,7.2
"trinityContig20337||sp|P23935.3|","Nontoxin","NT",60.81,60.81
"trinityContig20365||ORC2","Nontoxin","NT",4.27,4.27
"trinityContig20371||sp|Q7ZUB3.2|","Nontoxin","NT",31.44,31.44
"trinityContig20383||166620at32523__BAR_3_WASP_bdg","Nontoxin","NT",5.48,5.48
"trinityContig20432||sp|P50103.2|","Nontoxin","NT",62.93,62.93
"trinityContig20436||sp|O00194.4|","Nontoxin","NT",33.04,33.04
"trinityContig20439||301160at32523","Nontoxin","NT",54.33,54.33
"trinityContig20449||166773at32523","Nontoxin","NT",22.26,22.26
"trinityContig20484||sp|P62333.1|","Nontoxin","NT",21.1,21.1
"trinityContig20509||sp|O60476.1|","Nontoxin","NT",50.93,50.93
"trinityContig20528||sp|Q5ZKN1.1|","Nontoxin","NT",9.17,9.17
"trinityContig20529||sp|Q3SZT7.1|","Nontoxin","NT",5.25,5.25
"trinityContig20530||sp|P0C0U7.1|","Nontoxin","NT",25.22,25.22
"trinityContig20755||sp|Q5R6W5.1|","Nontoxin","NT",18.39,18.39
"trinityContig20764||sp|Q9BSC4.1|","Nontoxin","NT",13.68,13.68
"trinityContig20803||189184at32523__UPF0160","Nontoxin","NT",19.98,19.98
"trinityContig20828||FPN1","Nontoxin","NT",8.61,8.61
"trinityContig20864||TIMP","Nontoxin","NT",3.11,3.11
"trinityContig20866||sp|P26373.4|","Nontoxin","NT",318.05,318.05
"trinityContig20890||231557at32523","Nontoxin","NT",13.35,13.35
"trinityContig20891||251673at32523","Nontoxin","NT",6.08,6.08
"trinityContig20946||Troponin","Nontoxin","NT",32.69,32.69
"trinityContig20957||280387at32523__ApoO","Nontoxin","NT",1.6,1.6
"trinityContig20963||sp|Q9Y320.1|","Nontoxin","NT",8.72,8.72
"trinityContig20964||sp|Q6NW29.3|","Nontoxin","NT",23.27,23.27
"trinityContig20971||sp|Q9Y678.1|","Nontoxin","NT",21.31,21.31
"trinityContig20974||sp|Q5ZI20.1|","Nontoxin","NT",126.88,126.88
"trinityContig20984||sp|O95777.3|","Nontoxin","NT",0,0
"trinityContig20985||sp|Q2KJ37.1|","Nontoxin","NT",105.98,105.98
"trinityContig20989||sp|D3ZH22.1|","Nontoxin","NT",193.02,193.02
"trinityContig21001||DUF4499","Nontoxin","NT",14.21,14.21
"trinityContig21002||196611at32523","Nontoxin","NT",8.01,8.01
"trinityContig21004||sp|Q08393.2|","Nontoxin","NT",350.58,350.58
"trinityContig21006||sp|A0A1B0GWK0.1|","Nontoxin","NT",29.71,29.71
"trinityContig21037||sp|P17153.2|","Nontoxin","NT",118.04,118.04
"trinityContig21045||sp|Q5RKH3.1|","Nontoxin","NT",18.97,18.97
"trinityContig21057||MBOAT","Nontoxin","NT",16.38,16.38
"trinityContig21059||sp|Q2HJ23.1|","Nontoxin","NT",7.36,7.36
"trinityContig21060||sp|Q99571.2|","Nontoxin","NT",15.62,15.62
"trinityContig21067||sp|Q9H3H5.2|","Nontoxin","NT",14.44,14.44
"trinityContig21142||NDUF_B7","Nontoxin","NT",33.71,33.71
"trinityContig2119||106895at32523","Nontoxin","NT",23.5,23.5
"trinityContig2124||E_Pc_C","Nontoxin","NT",6.18,6.18
"trinityContig2125||sp|P63002.1|","Nontoxin","NT",18.42,18.42
"trinityContig21268||sp|Q29RI6.1|","Nontoxin","NT",25.52,25.52
"trinityContig21277||160273at32523__DEAD","Nontoxin","NT",7.88,7.88
"trinityContig21280||sp|Q9H3G5.2|","Nontoxin","NT",56.05,56.05
"trinityContig21285||sp|Q9Y394.1|","Nontoxin","NT",17.96,17.96
"trinityContig21289||sp|Q9UK45.1|","Nontoxin","NT",24.77,24.77
"trinityContig21305||248987at32523","Nontoxin","NT",5.54,5.54
"trinityContig21329||Ufm1","Nontoxin","NT",92.55,92.55
"trinityContig2133||sp|P61273.1|","Nontoxin","NT",84.13,84.13
"trinityContig21387||sp|Q6DK72.1|","Nontoxin","NT",36.57,36.57
"trinityContig2138||sp|Q5ZK40.1|","Nontoxin","NT",22.24,22.24
"trinityContig21440||sp|P12902.2|","Nontoxin","NT",34.82,34.82
"trinityContig21571||sp|Q9UL46.4|","Nontoxin","NT",29.43,29.43
"trinityContig21585||270155at32523","Nontoxin","NT",7.08,7.08
"trinityContig21609||197330at32523__NAD_binding_1","Nontoxin","NT",18.46,18.46
"trinityContig21625||sp|P07341.3|","Nontoxin","NT",23.55,23.55
"trinityContig21631||TMEM238","Nontoxin","NT",75.98,75.98
"trinityContig21635||Tmemb_9","Nontoxin","NT",45.48,45.48
"trinityContig2163||sp|P40925.4|","Nontoxin","NT",40.63,40.63
"trinityContig21675||sp|Q6GPV5.1|","Nontoxin","NT",13.14,13.14
"trinityContig2169||256267at32523__RRM_1","Nontoxin","NT",17.62,17.62
"trinityContig21758||53535at32523__Cullin","Nontoxin","NT",6.32,6.32
"trinityContig21765||285542at32523","Nontoxin","NT",7.13,7.13
"trinityContig21771||sp|P17707.2|","Nontoxin","NT",15.37,15.37
"trinityContig21775||sp|Q0P5F2.1|","Nontoxin","NT",6.97,6.97
"trinityContig21817||Laminin_N","Nontoxin","NT",7.13,7.13
"trinityContig21835||sp|B5FZ19.2|","Nontoxin","NT",44.52,44.52
"trinityContig21853||sp|Q9D020.4|","Nontoxin","NT",14.27,14.27
"trinityContig21876||sp|Q4R3C7.3|","Nontoxin","NT",28.04,28.04
"trinityContig21883||sp|O00560.1|","Nontoxin","NT",10.9,10.9
"trinityContig21886||sp|O43399.2|","Nontoxin","NT",14.25,14.25
"trinityContig21910||sp|Q8WV19.1|","Nontoxin","NT",33.58,33.58
"trinityContig2191||135073at32523","Nontoxin","NT",9.22,9.22
"trinityContig22015||211720at32523","Nontoxin","NT",2.34,2.34
"trinityContig22137||sp|Q96FZ7.3|","Nontoxin","NT",15,15
"trinityContig22158||sp|Q4R6D9.1|","Nontoxin","NT",29.96,29.96
"trinityContig22162||246864at32523","Nontoxin","NT",17.02,17.02
"trinityContig22199||sp|P48597.1|","Nontoxin","NT",31.27,31.27
"trinityContig22202||sp|O43760.1|","Nontoxin","NT",45.19,45.19
"trinityContig22206||sp|Q3ZC75.1|","Nontoxin","NT",136.37,136.37
"trinityContig22211||242386at32523__Syntaxin_2","Nontoxin","NT",8.28,8.28
"trinityContig22332||sp|Q9CPU0.3|","Nontoxin","NT",3.34,3.34
"trinityContig22333||sp|Q6P7Q4.3|","Nontoxin","NT",27.24,27.24
"trinityContig22339||Ndufs5","Nontoxin","NT",42,42
"trinityContig22379||213441at32523__Qua1","Nontoxin","NT",13.64,13.64
"trinityContig22421||sp|Q641G7.1|","Nontoxin","NT",17.76,17.76
"trinityContig22422||sp|Q9DCJ5.3|","Nontoxin","NT",30.38,30.38
"trinityContig22441||151181at32523","Nontoxin","NT",12.25,12.25
"trinityContig22450||269666at32523","Nontoxin","NT",2.11,2.11
"trinityContig22453||305590at32523__Synaptobrevin","Nontoxin","NT",4.04,4.04
"trinityContig22457||sp|Q5XFW8.1|","Nontoxin","NT",43.82,43.82
"trinityContig22478||241812at32523__BPS","Nontoxin","NT",4.36,4.36
"trinityContig22483||sp|P63030.1|","Nontoxin","NT",42.15,42.15
"trinityContig22488||sp|Q9UMX0.2|","Nontoxin","NT",14.14,14.14
"trinityContig22493||sp|P02314.3|","Nontoxin","NT",25.52,25.52
"trinityContig22496||sp|O43504.1|","Nontoxin","NT",4.09,4.09
"trinityContig22501||sp|Q5F471.1|","Nontoxin","NT",14.18,14.18
"trinityContig22505||sp|Q5RES7.1|","Nontoxin","NT",6.09,6.09
"trinityContig22512||223786at32523__zf-H2C2_2","Nontoxin","NT",5.95,5.95
"trinityContig22514||sp|A1A4Q2.1|","Nontoxin","NT",11.5,11.5
"trinityContig22522||sp|Q5ZIR1.1|","Nontoxin","NT",28.59,28.59
"trinityContig22532||265286at32523__Ras","Nontoxin","NT",5.06,5.06
"trinityContig22541||sp|Q9YGL6.1|","Nontoxin","NT",23.65,23.65
"trinityContig2258||sp|P62877.1|","Nontoxin","NT",77.42,77.42
"trinityContig22743||sp|P63171.1|","Nontoxin","NT",47.48,47.48
"trinityContig22751||sp|P53986.1|","Nontoxin","NT",20.27,20.27
"trinityContig22768||155642at32523","Nontoxin","NT",4.62,4.62
"trinityContig22780||163226at32523__Annexin","Nontoxin","NT",12.41,12.41
"trinityContig22840||240592at32523__FRG1","Nontoxin","NT",12.67,12.67
"trinityContig22886||189488at32523__Peptidase_C101","Nontoxin","NT",14.73,14.73
"trinityContig2291||sp|P82920.3|","Nontoxin","NT",129.93,129.93
"trinityContig22949||300772at32523__TC1","Nontoxin","NT",0,0
"trinityContig22951||sp|Q3ZCF5.1|","Nontoxin","NT",29.82,29.82
"trinityContig22953||230262at32523","Nontoxin","NT",20.19,20.19
"trinityContig22962||sp|Q9PRL8.1|","Nontoxin","NT",27.68,27.68
"trinityContig22968||NIF","Nontoxin","NT",9.38,9.38
"trinityContig22974||sp|Q6NV34.1|","Nontoxin","NT",29.04,29.04
"trinityContig22989||145097at32523","Nontoxin","NT",7.92,7.92
"trinityContig22993||Tmemb_14","Nontoxin","NT",40.78,40.78
"trinityContig22995||sp|Q9CXU0.1|","Nontoxin","NT",37.13,37.13
"trinityContig23020||222401at32523__Band_7","Nontoxin","NT",27.18,27.18
"trinityContig23021||203507at32523__WD40","Nontoxin","NT",12.6,12.6
"trinityContig23037||117954at32523__AAA","Nontoxin","NT",5.14,5.14
"trinityContig23040||sp|Q4KM65.1|","Nontoxin","NT",10.6,10.6
"trinityContig23085||sp|Q6DFH9.1|","Nontoxin","NT",97.95,97.95
"trinityContig23113||sp|P50518.2|","Nontoxin","NT",10.67,10.67
"trinityContig23117||sp|O35864.3|","Nontoxin","NT",10.36,10.36
"trinityContig23242||sp|Q9H553.1|","Nontoxin","NT",31.21,31.21
"trinityContig23305||UPF0449","Nontoxin","NT",0,0
"trinityContig23334||sp|P29373.2|","Nontoxin","NT",32.25,32.25
"trinityContig23443||sp|Q2YDG3.1|","Nontoxin","NT",25.25,25.25
"trinityContig23475||111475at32523__Pkinase","Nontoxin","NT",6.96,6.96
"trinityContig23488||199406at32523__GOLD_2","Nontoxin","NT",9.45,9.45
"trinityContig23489||sp|P67868.1|","Nontoxin","NT",41.13,41.13
"trinityContig23646||126074at32523__Aldedh","Nontoxin","NT",11.86,11.86
"trinityContig23658||PDCD7","Nontoxin","NT",9.77,9.77
"trinityContig23669||sp|Q8R059.1|","Nontoxin","NT",29.97,29.97
"trinityContig23676||165786at32523__Snf7","Nontoxin","NT",9.72,9.72
"trinityContig23677||264193at32523","Nontoxin","NT",8.5,8.5
"trinityContig23691||PK_Tyr_Ser-Thr","Nontoxin","NT",3.82,3.82
"trinityContig23698||sp|P61077.1|","Nontoxin","NT",47.31,47.31
"trinityContig23718||260469at32523__MARVEL","Nontoxin","NT",53.97,53.97
"trinityContig23736||sp|P0C273.2|","Nontoxin","NT",569.06,569.06
"trinityContig23856||sp|P20645.1|","Nontoxin","NT",10.21,10.21
"trinityContig23875||130936at32523","Nontoxin","NT",8.04,8.04
"trinityContig23885||sp|P54578.3|","Nontoxin","NT",16.66,16.66
"trinityContig23961||sp|Q6TEK3.1|","Nontoxin","NT",8.23,8.23
"trinityContig24060||258987at32523","Nontoxin","NT",0,0
"trinityContig24152||sp|Q8VE70.1|","Nontoxin","NT",16.28,16.28
"trinityContig24169||223786at32523__zf-H2C2_2","Nontoxin","NT",6.46,6.46
"trinityContig2416||sp|P31689.2|","Nontoxin","NT",19.98,19.98
"trinityContig24175||sp|O54941.1|","Nontoxin","NT",14.48,14.48
"trinityContig24180||ARGLU","Nontoxin","NT",34.56,34.56
"trinityContig24184||sp|P32046.2|","Nontoxin","NT",622.06,622.06
"trinityContig24188||94189at32523","Nontoxin","NT",19.08,19.08
"trinityContig24197||233141at32523","Nontoxin","NT",4.37,4.37
"trinityContig24199||282663at32523","Nontoxin","NT",24.58,24.58
"trinityContig24200||sp|P61292.3|","Nontoxin","NT",54.17,54.17
"trinityContig24236||sp|Q9CWU6.1|","Nontoxin","NT",19.89,19.89
"trinityContig24238||PARP","Nontoxin","NT",5.14,5.14
"trinityContig24260||SKA2","Nontoxin","NT",6.63,6.63
"trinityContig2426||144435at32523","Nontoxin","NT",17.46,17.46
"trinityContig24270||227270at32523","Nontoxin","NT",8.3,8.3
"trinityContig24291||95836at32523__PK_Tyr_Ser-Thr","Nontoxin","NT",8.41,8.41
"trinityContig24296||sp|Q9NRA2.2|","Nontoxin","NT",5.4,5.4
"trinityContig24298||198687at32523","Nontoxin","NT",269.12,269.12
"trinityContig24332||sp|P34943.1|","Nontoxin","NT",26.34,26.34
"trinityContig24351||69465at32523","Nontoxin","NT",4.65,4.65
"trinityContig24357||sp|Q08DI6.1|","Nontoxin","NT",15.24,15.24
"trinityContig24385||sp|Q3C1E9.1|","Nontoxin","NT",7.28,7.28
"trinityContig24421||sp|P61968.1|","Nontoxin","NT",9.15,9.15
"trinityContig24429||sp|Q6DDB9.1|","Nontoxin","NT",25.8,25.8
"trinityContig24431||Prefoldin_2","Nontoxin","NT",61.89,61.89
"trinityContig24444||BORCS8","Nontoxin","NT",2.54,2.54
"trinityContig24470||255079at32523","Nontoxin","NT",5.22,5.22
"trinityContig24477||AF-4_C","Nontoxin","NT",2.07,2.07
"trinityContig24489||PAP2","Nontoxin","NT",23.84,23.84
"trinityContig24495||sp|P86229.1|","Nontoxin","NT",125.49,125.49
"trinityContig2451||BET","Nontoxin","NT",4.29,4.29
"trinityContig24546||283541at32523","Nontoxin","NT",19.36,19.36
"trinityContig24554||259614at32523","Nontoxin","NT",3.96,3.96
"trinityContig2455||264741at32523__Gal-bind_lectin","Nontoxin","NT",25.25,25.25
"trinityContig24618||sp|P68036.1|","Nontoxin","NT",38.93,38.93
"trinityContig24638||sp|Q7SXA5.1|","Nontoxin","NT",65.26,65.26
"trinityContig2464||sp|Q5ZIM5.1|","Nontoxin","NT",9.71,9.71
"trinityContig24672||242386at32523","Nontoxin","NT",11.19,11.19
"trinityContig24682||sp|Q8K3X2.1|","Nontoxin","NT",36.96,36.96
"trinityContig2478||sp|Q8VE88.2|","Nontoxin","NT",16.77,16.77
"trinityContig24791||sp|P43487.1|","Nontoxin","NT",14.76,14.76
"trinityContig24892||256267at32523","Nontoxin","NT",2.67,2.67
"trinityContig2501||sp|Q99MB7.2|","Nontoxin","NT",14.79,14.79
"trinityContig2507||37139at32523","Nontoxin","NT",14.13,14.13
"trinityContig25147||249321at32523","Nontoxin","NT",31.5,31.5
"trinityContig25153||G-alpha","Nontoxin","NT",5.54,5.54
"trinityContig25170||sp|Q10751.1|","Nontoxin","NT",24.03,24.03
"trinityContig25180||sp|Q8VEH8.1|","Nontoxin","NT",23.08,23.08
"trinityContig25190||262005at32523__ELP6","Nontoxin","NT",23.96,23.96
"trinityContig25198||sp|P62316.1|","Nontoxin","NT",19.48,19.48
"trinityContig25220||sp|Q98TX1.3|","Nontoxin","NT",367.83,367.83
"trinityContig25221||151668at32523__AAA_33","Nontoxin","NT",13.88,13.88
"trinityContig25225||sp|Q9D1E6.2|","Nontoxin","NT",14.66,14.66
"trinityContig25238||sp|P22314.3|","Nontoxin","NT",30.03,30.03
"trinityContig25246||215456at32523__TPR_1","Nontoxin","NT",13.55,13.55
"trinityContig25250||258655at32523","Nontoxin","NT",16.46,16.46
"trinityContig25254||sp|Q9DE68.1|","Nontoxin","NT",10.37,10.37
"trinityContig25264||sp|Q5ZL57.1|","Nontoxin","NT",83.96,83.96
"trinityContig25267||sp|Q5ZMV2.1|","Nontoxin","NT",16.14,16.14
"trinityContig25286||APP_amyloid","Nontoxin","NT",8.04,8.04
"trinityContig25312||sp|Q9NWV4.1|","Nontoxin","NT",43.93,43.93
"trinityContig25320||sp|Q9DBZ5.1|","Nontoxin","NT",98.47,98.47
"trinityContig25350||NIPSNAP","Nontoxin","NT",21.75,21.75
"trinityContig25358||sp|B0BLT0.1|","Nontoxin","NT",30,30
"trinityContig25380||sp|Q32P85.1|","Nontoxin","NT",68.18,68.18
"trinityContig25586||sp|P21810.2|","Nontoxin","NT",22.57,22.57
"trinityContig25621||sp|Q0VCM4.1|","Nontoxin","NT",19.57,19.57
"trinityContig25626||219728at32523__MitMem_reg","Nontoxin","NT",33.26,33.26
"trinityContig25642||262918at32523__Ras","Nontoxin","NT",22.91,22.91
"trinityContig25646||sp|Q5R8I2.1|","Nontoxin","NT",23.55,23.55
"trinityContig25648||sp|Q6B860.1|","Nontoxin","NT",14.72,14.72
"trinityContig25675||sp|P62875.1|","Nontoxin","NT",46.14,46.14
"trinityContig25763||sp|P25789.1|","Nontoxin","NT",37.05,37.05
"trinityContig25772||NADHdh_A3","Nontoxin","NT",31.52,31.52
"trinityContig25902||sp|P02607.3|","Nontoxin","NT",85.38,85.38
"trinityContig25903||sp|P02607.3|","Nontoxin","NT",0,0
"trinityContig25919||sp|Q5E978.1|","Nontoxin","NT",0,0
"trinityContig26266||138400at32523","Nontoxin","NT",18.82,18.82
"trinityContig26269||4513at32523","Nontoxin","NT",14.06,14.06
"trinityContig26271||sp|A5A6N6.1|","Nontoxin","NT",23.92,23.92
"trinityContig26304||sp|Q5PQ71.1|","Nontoxin","NT",12.38,12.38
"trinityContig26306||103094at32523__THRAP3_BCLAF1","Nontoxin","NT",16.96,16.96
"trinityContig26319||DSBA","Nontoxin","NT",21.07,21.07
"trinityContig2633||sp|Q5M843.1|","Nontoxin","NT",41.81,41.81
"trinityContig26351||sp|O88312.1|","Nontoxin","NT",28.1,28.1
"trinityContig26366||sp|P08251.1|","Nontoxin","NT",24.02,24.02
"trinityContig26374||264741at32523__Gal-bind_lectin","Nontoxin","NT",15.27,15.27
"trinityContig26408||276699at32523","Nontoxin","NT",10.83,10.83
"trinityContig26411||213366at32523__Filament","Nontoxin","NT",64.44,64.44
"trinityContig26427||301160at32523","Nontoxin","NT",8.69,8.69
"trinityContig2658||sp|O15254.2|","Nontoxin","NT",33.27,33.27
"trinityContig26725||sp|O15514.1|","Nontoxin","NT",22.57,22.57
"trinityContig26732||sp|Q65Z91.1|","Nontoxin","NT",13.37,13.37
"trinityContig2676||sp|O74544.1|","Nontoxin","NT",21.86,21.86
"trinityContig26782||175561at32523__IPK","Nontoxin","NT",6.81,6.81
"trinityContig26790||sp|P00389.1|","Nontoxin","NT",9.44,9.44
"trinityContig26792||272864at32523","Nontoxin","NT",6.34,6.34
"trinityContig26795||259841at32523","Nontoxin","NT",8.26,8.26
"trinityContig26809||202869at32523","Nontoxin","NT",18.86,18.86
"trinityContig26814||sp|P40142.1|","Nontoxin","NT",34.45,34.45
"trinityContig26823||sp|Q9D903.1|","Nontoxin","NT",7.49,7.49
"trinityContig26824||sp|Q05B58.1|","Nontoxin","NT",30.39,30.39
"trinityContig26830||sp|Q99614.1|","Nontoxin","NT",17.04,17.04
"trinityContig26834||sp|Q06210.3|","Nontoxin","NT",23.88,23.88
"trinityContig2687||sp|O54922.1|","Nontoxin","NT",15.01,15.01
"trinityContig26891||sp|P33198.1|","Nontoxin","NT",22.2,22.2
"trinityContig26907||226855at32523__Methyltransf_3","Nontoxin","NT",76.02,76.02
"trinityContig26950||95836at32523","Nontoxin","NT",12.31,12.31
"trinityContig26962||sp|Q5R6J3.1|","Nontoxin","NT",27.37,27.37
"trinityContig26980||sp|Q5ZK05.1|","Nontoxin","NT",8.68,8.68
