"gene_id","class","toxin_family","Cpetl-CLP2324","Cpetl-CLP2326","Cpetl-CLP2327","Average"
"trinityContig32768||sp|Q92564.2|","Nontoxin","NT",6.33,4.45,6.68,5.82
"trinityContig32771||sp|Q9H0A8.1|","Nontoxin","NT",3.08,6.82,6.94,5.6133
"trinityContig32774||sp|Q95KC9.1|","Nontoxin","NT",5.66,6.63,6.02,6.1033
"trinityContig32780||sp|O75964.3|","Nontoxin","NT",106.09,328.04,187.94,207.3567
"trinityContig32794||80341at32523__Trypsin","Nontoxin","NT",9.25,6.38,8.87,8.1667
"trinityContig32816||sp|Q08495.3|","Nontoxin","NT",1.11,1.83,2.19,1.71
"trinityContig32821||292138at32523","Nontoxin","NT",9.8,14.55,6.48,10.2767
"trinityContig32832||sp|Q99614.1|","Nontoxin","NT",22.28,28.05,21.48,23.9367
"trinityContig32838||145923at32523","Nontoxin","NT",6.01,5.67,3.65,5.11
"trinityContig3283||sp|Q9NVQ4.1|","Nontoxin","NT",4.8,8,5.86,6.22
"trinityContig32866||sp|Q15208.1|","Nontoxin","NT",5.37,4.39,4.08,4.6133
"trinityContig32876||64841at32523__MM_CoA_mutase","Nontoxin","NT",5.69,4.17,4.36,4.74
"trinityContig32880||213575at32523","Nontoxin","NT",2.58,3.09,3.86,3.1767
"trinityContig3289||sp|Q5ZJ00.1|","Nontoxin","NT",83.36,155.38,107.23,115.3233
"trinityContig3290||sp|Q5ZKD5.1|","Nontoxin","NT",5.26,5.45,6.94,5.8833
"trinityContig32911||sp|Q63739.1|","Nontoxin","NT",13.91,18.19,12.34,14.8133
"trinityContig32916||CD99L2","Nontoxin","NT",0,2.14,0,0.7133
"trinityContig32937||sp|O00541.1|","Nontoxin","NT",14.17,14.38,13.46,14.0033
"trinityContig3293||sp|Q2KJC9.4|","Nontoxin","NT",122.2,123.9,236.66,160.92
"trinityContig32941||sp|P59708.1|","Nontoxin","NT",32.52,34.02,29.04,31.86
"trinityContig32957||sp|O46427.1|","Nontoxin","NT",14.45,11.04,10.29,11.9267
"trinityContig32996||256267at32523","Nontoxin","NT",4.12,4.92,5.52,4.8533
"trinityContig3299||116885at32523","Nontoxin","NT",7.27,6.63,5.37,6.4233
"trinityContig3300||94189at32523","Nontoxin","NT",19.83,14.17,14.49,16.1633
"trinityContig3302||177343at32523","Nontoxin","NT",5.7,5.78,6.57,6.0167
"trinityContig3303||sp|Q5ZJN1.1|","Nontoxin","NT",24.54,17.36,25.3,22.4
"trinityContig33062||56591at32523","Nontoxin","NT",1.02,1.51,4.61,2.38
"trinityContig33071||sp|P55210.1|","Nontoxin","NT",3.99,2.66,4.29,3.6467
"trinityContig3308||sp|P53365.1|","Nontoxin","NT",9.38,4.71,7.32,7.1367
"trinityContig3313||sp|Q3SX46.1|","Nontoxin","NT",8.87,10.86,10.64,10.1233
"trinityContig33147||sp|Q14318.2|","Nontoxin","NT",14.44,11,18.15,14.53
"trinityContig3314||87735at32523__SNF","Nontoxin","NT",24.97,5.67,28.83,19.8233
"trinityContig33150||262918at32523__Ras","Nontoxin","NT",5.88,11.96,4.3,7.38
"trinityContig33151||262918at32523","Nontoxin","NT",1.27,2.19,0,1.1533
"trinityContig33160||sp|Q9R1K5.1|","Nontoxin","NT",6.44,7.28,8.01,7.2433
"trinityContig33183||Ribosomal_S5","Nontoxin","NT",496.2,724.86,514.87,578.6433
"trinityContig3318||sp|P40938.2|","Nontoxin","NT",3.2,7.26,6.49,5.65
"trinityContig33192||sp|Q9D8N0.3|","Nontoxin","NT",166.41,182.62,148.76,165.93
"trinityContig33193||sp|Q9JJ94.1|","Nontoxin","NT",16.06,19.19,11.37,15.54
"trinityContig33196||sp|Q32L00.1|","Nontoxin","NT",13.38,7.37,8.83,9.86
"trinityContig33197||sp|P53488.1|","Nontoxin","NT",11.46,17.09,14.22,14.2567
"trinityContig33224||213575at32523__Sulfotransfer_1","Nontoxin","NT",32.14,13.33,41.05,28.84
"trinityContig3322||111475at32523","Nontoxin","NT",6.52,5.58,6.3,6.1333
"trinityContig3323||sp|P02615.1|","Nontoxin","NT",95.69,10.44,188.39,98.1733
"trinityContig33252||sp|Q07816.2|","Nontoxin","NT",6.82,3.22,5.13,5.0567
"trinityContig33262||sp|B0KWE9.1|","Nontoxin","NT",6.93,4.99,5.71,5.8767
"trinityContig33263||sp|Q6VVX2.1|","Nontoxin","NT",16.98,10.01,14.09,13.6933
"trinityContig33287||213950at32523","Nontoxin","NT",1.95,1.99,2.2,2.0467
"trinityContig3328||B12D","Nontoxin","NT",59.47,98.17,79,78.88
"trinityContig3329||sp|Q2KJ81.3|","Nontoxin","NT",8.07,10.71,15.44,11.4067
"trinityContig33308||sp|O94768.1|","Nontoxin","NT",4.53,5.05,3.75,4.4433
"trinityContig33314||9283at32523","Nontoxin","NT",3.71,2.5,3.19,3.1333
"trinityContig3333||sp|Q8AYK6.1|","Nontoxin","NT",2.27,2.72,2.68,2.5567
"trinityContig33349||sp|Q16828.2|","Nontoxin","NT",1.53,1.3,1.03,1.2867
"trinityContig33350||sp|Q9NZC3.1|","Nontoxin","NT",11.26,6.57,6.95,8.26
"trinityContig33351||242271at32523","Nontoxin","NT",1.03,2.67,3.47,2.39
"trinityContig33366||262131at32523__SOUL","Nontoxin","NT",2,1.84,0.75,1.53
"trinityContig33382||sp|P26652.2|","Nontoxin","NT",2.5,5.62,4.93,4.35
"trinityContig33389||sp|Q5REH2.1|","Nontoxin","NT",3.44,4.48,3.38,3.7667
"trinityContig33392||112465at32523","Nontoxin","NT",3.31,6.11,4.85,4.7567
"trinityContig33397||210318at32523","Nontoxin","NT",7.22,3.94,8.14,6.4333
"trinityContig33404||sp|Q91Y86.1|","Nontoxin","NT",9.29,4.72,8.8,7.6033
"trinityContig3341||70807at32523__RhoGAP","Nontoxin","NT",0.85,1.92,0.96,1.2433
"trinityContig3345||sp|Q8JZY2.1|","Nontoxin","NT",1.4,4.51,4.73,3.5467
"trinityContig3346||191700at32523__Thioredoxin_8","Nontoxin","NT",3.52,1.91,1.99,2.4733
"trinityContig33488||sp|Q8R0N6.2|","Nontoxin","NT",9.61,10.37,10.11,10.03
"trinityContig33509||sp|Q921Y2.1|","Nontoxin","NT",8.99,8.07,4.22,7.0933
"trinityContig3353||sp|Q32KM6.1|","Nontoxin","NT",0.68,1.23,1.53,1.1467
"trinityContig33555||245369at32523__Bcl-2","Nontoxin","NT",2.1,2.27,1.18,1.85
"trinityContig33584||sp|Q3U3Q1.1|","Nontoxin","NT",8.37,11.74,13.99,11.3667
"trinityContig33587||sp|P68106.2|","Nontoxin","NT",20.16,14.95,36.11,23.74
"trinityContig33591||sp|Q6GLP7.1|","Nontoxin","NT",11.53,7.19,10.09,9.6033
"trinityContig33593||sp|O75600.1|","Nontoxin","NT",23.24,16.41,26.09,21.9133
"trinityContig33596||sp|B5KFM4.1|","Nontoxin","NT",22.05,33.25,25.9,27.0667
"trinityContig33598||215649at32523","Nontoxin","NT",14.22,12.66,14.36,13.7467
"trinityContig33600||sp|Q5ZKJ5.1|","Nontoxin","NT",64.06,47.77,70.22,60.6833
"trinityContig33603||sp|Q15038.1|","Nontoxin","NT",10.15,10.91,15.9,12.32
"trinityContig33614||sp|Q6DGW9.1|","Nontoxin","NT",35.3,47,43.96,42.0867
"trinityContig33615||sp|Q8N3C7.1|","Nontoxin","NT",6.8,3.75,5.68,5.41
"trinityContig3362||sp|Q08DQ2.1|","Nontoxin","NT",5.46,3.91,6,5.1233
"trinityContig33630||sp|Q2HJH1.1|","Nontoxin","NT",5.96,11.97,11.53,9.82
"trinityContig33631||sp|P07630.3|","Nontoxin","NT",17.71,7.46,33.22,19.4633
"trinityContig33635||296383at32523__Syndecan","Nontoxin","NT",25.12,13.01,25.25,21.1267
"trinityContig33643||sp|Q9XT77.1|","Nontoxin","NT",14.9,14.06,14.48,14.48
"trinityContig33647||sp|E2RH47.1|","Nontoxin","NT",646.05,1135.62,750,843.89
"trinityContig33662||sp|Q9TTU2.1|","Nontoxin","NT",14.59,12.29,11.12,12.6667
"trinityContig33665||sp|P46471.5|","Nontoxin","NT",25.21,31.71,29.33,28.75
"trinityContig33678||VPS13_C","Nontoxin","NT",9.05,4.1,7.34,6.83
"trinityContig33733||120577at32523","Nontoxin","NT",14.85,10.34,18.6,14.5967
"trinityContig33736||294199at32523","Nontoxin","NT",4.47,12.38,4.31,7.0533
"trinityContig33737||Prenylcys_lyase","Nontoxin","NT",2.04,3.37,2.31,2.5733
"trinityContig33740||sp|Q56K13.1|","Nontoxin","NT",7.54,24.88,18.82,17.08
"trinityContig33754||191205at32523","Nontoxin","NT",6.45,3.98,2.3,4.2433
"trinityContig33755||Oxysterol_BP","Nontoxin","NT",0,1.03,0,0.3433
"trinityContig3376||216579at32523","Nontoxin","NT",5.85,7.59,2.53,5.3233
"trinityContig3385||Glyco_hydro_38C","Nontoxin","NT",9.4,6.46,8.82,8.2267
"trinityContig33931||sp|Q86Y82.1|","Nontoxin","NT",7.19,5.68,7.09,6.6533
"trinityContig3393||sp|F1LMZ8.2|","Nontoxin","NT",10.97,11.25,16.51,12.91
"trinityContig33960||Glyco_hydro_38C","Nontoxin","NT",2.72,4.32,5.37,4.1367
"trinityContig33971||sp|Q8WV93.2|","Nontoxin","NT",0.8,2.12,0.77,1.23
"trinityContig3397||262918at32523__Ras","Nontoxin","NT",5.58,4.07,11.22,6.9567
"trinityContig34019||sp|Q4R8X0.1|","Nontoxin","NT",9.94,8.79,10.44,9.7233
"trinityContig34046||284944at32523","Nontoxin","NT",104.73,81.34,189.45,125.1733
"trinityContig34051||sp|Q6UXG2.2|","Nontoxin","NT",95.2,95.04,96.99,95.7433
"trinityContig34052||sp|C0HL66.1|","Nontoxin","NT",103.99,110.61,119.7,111.4333
"trinityContig34114||sp|E2RR58.1|","Nontoxin","NT",637.46,821.13,669.04,709.21
"trinityContig34133||sp|Q8K3X2.1|","Nontoxin","NT",35.36,49.78,36.02,40.3867
"trinityContig34134||sp|Q5RED0.3|","Nontoxin","NT",53.98,62.96,55.59,57.51
"trinityContig34142||sp|A0SXL6.1|","Nontoxin","NT",368.83,243.64,317.55,310.0067
"trinityContig34197||Ufm1","Nontoxin","NT",159.03,147.47,143.21,149.9033
"trinityContig34260||sp|O93390.1|","Nontoxin","NT",61.27,39.4,67.35,56.0067
"trinityContig34265||63076at32523","Nontoxin","NT",22.1,8.31,15.41,15.2733
"trinityContig34304||sp|P0CP97.1|","Nontoxin","NT",170.13,284.68,140.12,198.31
"trinityContig3432||sp|Q50KA9.1|","Nontoxin","NT",499.57,617.14,490.42,535.71
"trinityContig34333||sp|A2BDB0.1|","Nontoxin","NT",451.37,513.88,626.75,530.6667
"trinityContig34336||sp|C0HL66.1|","Nontoxin","NT",120.38,168.9,115.45,134.91
"trinityContig34357||sp|O75131.1|","Nontoxin","NT",19.38,14.76,23.67,19.27
"trinityContig34362||213366at32523__Filament","Nontoxin","NT",137.33,101.67,172.48,137.16
"trinityContig34363||sp|P61589.1|","Nontoxin","NT",33.61,39.46,23.36,32.1433
"trinityContig34370||227404at32523__Proteasome","Nontoxin","NT",155.03,200.19,148.32,167.8467
"trinityContig34374||sp|Q7SXA5.1|","Nontoxin","NT",129,140.56,236.95,168.8367
"trinityContig34386||sp|Q8BFS6.1|","Nontoxin","NT",0.75,3.2,2.32,2.09
"trinityContig34470||sp|Q4R4C9.1|","Nontoxin","NT",48.67,40.52,40.63,43.2733
"trinityContig34471||sp|Q4R4C9.1|","Nontoxin","NT",46.13,30.15,48.97,41.75
"trinityContig34498||sp|Q811U4.3|","Nontoxin","NT",13.34,13.65,14.02,13.67
"trinityContig34505||sp|A7MB80.1|","Nontoxin","NT",27.63,16.84,20.82,21.7633
"trinityContig34520||sp|Q16236.3|","Nontoxin","NT",13.33,11.21,13.03,12.5233
"trinityContig34534||256267at32523__RRM_1","Nontoxin","NT",0.82,5,5.38,3.7333
"trinityContig3453||sp|Q3SZA5.1|","Nontoxin","NT",24.81,22.41,21.01,22.7433
"trinityContig34619||sp|Q8R2Y9.1|","Nontoxin","NT",5.7,8.17,6.42,6.7633
"trinityContig34627||256267at32523__RRM_1","Nontoxin","NT",2.97,0.96,1.95,1.96
"trinityContig34631||256267at32523__RRM_1","Nontoxin","NT",23.6,32.91,28.66,28.39
"trinityContig34638||sp|Q5RAV3.1|","Nontoxin","NT",128.75,130.36,195.74,151.6167
"trinityContig34643||sp|Q8K5B3.1|","Nontoxin","NT",135.15,108.47,203.28,148.9667
"trinityContig34669||sp|Q9D1D4.1|","Nontoxin","NT",348.07,288.97,351.16,329.4
"trinityContig34671||sp|O15145.3|","Nontoxin","NT",45.59,81.14,41.35,56.0267
"trinityContig34695||sp|P62266.3|","Nontoxin","NT",232.23,327.8,251.4,270.4767
"trinityContig34712||sp|P17785.2|","Nontoxin","NT",83.43,144.62,105.85,111.3
"trinityContig3472||sp|Q08DZ3.1|","Nontoxin","NT",9.23,8.67,14.04,10.6467
"trinityContig34763||sp|Q9D8V7.3|","Nontoxin","NT",237.66,202.63,279.58,239.9567
"trinityContig34856||sp|P39023.2|","Nontoxin","NT",371,452.93,436.4,420.11
"trinityContig34859||sp|Q5R610.1|","Nontoxin","NT",5.47,4.95,5.78,5.4
"trinityContig3486||sp|Q8BWF0.1|","Nontoxin","NT",10.3,8.5,11.08,9.96
"trinityContig34870||sp|Q90593.1|","Nontoxin","NT",403.97,383.11,1125.88,637.6533
"trinityContig34888||Ribosomal_S30","Nontoxin","NT",448.47,931.83,486.88,622.3933
"trinityContig3488||sp|P61010.1|","Nontoxin","NT",50.74,44.47,51.18,48.7967
"trinityContig34893||137727at32523","Nontoxin","NT",0.31,1.93,0.7,0.98
"trinityContig34895||sp|O43736.2|","Nontoxin","NT",452,336.05,332.91,373.6533
"trinityContig34896||75314at32523__HSP90","Nontoxin","NT",19.84,15.44,57.8,31.0267
"trinityContig34899||sp|P23403.1|","Nontoxin","NT",1757.41,2206.86,1567.75,1844.0067
"trinityContig34908||sp|O70456.2|","Nontoxin","NT",2.55,3.98,5.75,4.0933
"trinityContig34916||sp|Q91XC8.3|","Nontoxin","NT",321.71,314.01,342.1,325.94
"trinityContig34936||256267at32523","Nontoxin","NT",37.18,49.81,46.58,44.5233
"trinityContig34940||sp|Q9BRV8.1|","Nontoxin","NT",5,4.64,7.04,5.56
"trinityContig34941||sp|Q0VDG4.1|","Nontoxin","NT",5.37,3.51,5.77,4.8833
"trinityContig34948||244942at32523__Med4","Nontoxin","NT",8.71,7.16,10.91,8.9267
"trinityContig34952||259614at32523__Ank_4","Nontoxin","NT",13.54,13.48,13.1,13.3733
"trinityContig34953||sp|Q14554.1|","Nontoxin","NT",31.16,27.5,21.71,26.79
"trinityContig34958||sp|P40142.1|","Nontoxin","NT",21.64,43.87,30.75,32.0867
"trinityContig35014||sp|Q9R0X0.1|","Nontoxin","NT",4.69,3.66,2.82,3.7233
"trinityContig35020||sp|O95861.1|","Nontoxin","NT",9.35,10.02,6.03,8.4667
"trinityContig35040||sp|Q9NRA2.2|","Nontoxin","NT",3.38,2.92,6.78,4.36
"trinityContig3504||UPRTase","Nontoxin","NT",5.28,4.9,6.19,5.4567
"trinityContig3505||211044at32523","Nontoxin","NT",6.35,14.38,12.28,11.0033
"trinityContig35076||sp|Q9UKA2.2|","Nontoxin","NT",4.72,3.25,4.63,4.2
"trinityContig3508||200625at32523","Nontoxin","NT",6.1,13.53,6.42,8.6833
"trinityContig350||Rib_hydrolayse","Nontoxin","NT",6.96,3.18,4.62,4.92
"trinityContig35118||sp|Q9BPU9.2|","Nontoxin","NT",4.14,3.25,2.33,3.24
"trinityContig35126||sp|Q9P086.2|","Nontoxin","NT",9.46,15.59,12.25,12.4333
"trinityContig35141||59046at32523","Nontoxin","NT",4.44,3.96,4.14,4.18
"trinityContig3514||sp|Q5TJF5.1|","Nontoxin","NT",9.68,12.39,8.12,10.0633
"trinityContig351||Rib_hydrolayse","Nontoxin","NT",38.56,53.2,17.15,36.3033
"trinityContig3520||232531at32523","Nontoxin","NT",9.01,5.07,2.53,5.5367
"trinityContig3520||sp|Q8VHQ9.1|","Nontoxin","NT",5.97,4.15,10.17,6.7633
"trinityContig35228||sp|Q6PK18.2|","Nontoxin","NT",13.05,14.1,13.51,13.5533
"trinityContig35246||sp|Q63HQ0.1|","Nontoxin","NT",12.28,7.4,11.4,10.36
"trinityContig35248||sp|Q9CWZ7.1|","Nontoxin","NT",11.27,7.6,10.81,9.8933
"trinityContig35249||sp|Q9BY43.3|","Nontoxin","NT",6.7,3.64,6.89,5.7433
"trinityContig35252||sp|Q98TF5.1|","Nontoxin","NT",839.42,1305.08,812.02,985.5067
"trinityContig35263||sp|O93327.3|","Nontoxin","NT",11.36,10.5,12.48,11.4467
"trinityContig35266||sp|P07228.1|","Nontoxin","NT",25.23,15.93,23.57,21.5767
"trinityContig35267||sp|Q8VEH8.1|","Nontoxin","NT",34.84,58.36,31.49,41.5633
"trinityContig35268||sp|Q5RD27.2|","Nontoxin","NT",8.15,11.66,8.66,9.49
"trinityContig35269||sp|O60478.1|","Nontoxin","NT",2.91,1.86,2.96,2.5767
"trinityContig35269||sp|P22314.3|","Nontoxin","NT",16.66,19.05,19.74,18.4833
"trinityContig35273||91631at32523","Nontoxin","NT",7.77,5.41,6.35,6.51
"trinityContig35282||264039at32523__C1q","Nontoxin","NT",4.38,7.74,11.34,7.82
"trinityContig35291||sp|P28331.3|","Nontoxin","NT",15.75,13.84,17.32,15.6367
"trinityContig35298||sp|A5D7H2.1|","Nontoxin","NT",0.86,3.7,2.25,2.27
"trinityContig35302||sp|Q96BA8.1|","Nontoxin","NT",24.94,18.56,21.58,21.6933
"trinityContig35317||164437at32523__Calpain_inhib","Nontoxin","NT",9.19,9.55,8.57,9.1033
"trinityContig35327||sp|P62316.1|","Nontoxin","NT",27.4,41.65,40.04,36.3633
"trinityContig35334||sp|Q148K5.1|","Nontoxin","NT",11.1,11.21,14.22,12.1767
"trinityContig35354||sp|P50147.2|","Nontoxin","NT",23.57,20,42.54,28.7033
"trinityContig35371||sp|Q6IQE9.1|","Nontoxin","NT",7.73,10.55,10.17,9.4833
"trinityContig35386||sp|Q9BU89.1|","Nontoxin","NT",6.29,5.35,5.54,5.7267
"trinityContig35389||144308at32523","Nontoxin","NT",3.1,1.82,4.55,3.1567
"trinityContig35398||100155at32523__DUF5525","Nontoxin","NT",3.51,2.77,5.05,3.7767
"trinityContig35401||233141at32523","Nontoxin","NT",8.11,8.81,7.46,8.1267
"trinityContig35406||sp|Q28685.1|","Nontoxin","NT",3.71,4.57,3.03,3.77
"trinityContig35413||299492at32523","Nontoxin","NT",30.92,31.31,14.43,25.5533
"trinityContig35423||GMP_PDE_delta","Nontoxin","NT",10.45,9.51,11.79,10.5833
"trinityContig35428||YTH","Nontoxin","NT",5.4,2.94,0,2.78
"trinityContig35432||sp|Q0P4F7.1|","Nontoxin","NT",12.35,10.11,12.05,11.5033
"trinityContig35448||Ribosomal_L2_C","Nontoxin","NT",8.83,19.05,19.47,15.7833
"trinityContig35461||sp|Q96PE7.1|","Nontoxin","NT",7.87,30.2,11.81,16.6267
"trinityContig35466||sp|P54726.2|","Nontoxin","NT",3.31,4.72,2.49,3.5067
"trinityContig35485||120577at32523","Nontoxin","NT",0.54,0,2.1,0.88
"trinityContig35498||sp|Q6GM29.1|","Nontoxin","NT",13.85,7.34,15.39,12.1933
"trinityContig3549||137316at32523","Nontoxin","NT",4.74,4.66,6.69,5.3633
"trinityContig35523||sp|Q10568.1|","Nontoxin","NT",8.22,8.89,8.48,8.53
"trinityContig35527||PRAS","Nontoxin","NT",3.26,5.19,4.58,4.3433
"trinityContig35534||sp|Q78YY6.1|","Nontoxin","NT",11.68,17.39,9.14,12.7367
"trinityContig35561||sp|P43686.2|","Nontoxin","NT",14.79,18.45,18.19,17.1433
"trinityContig35562||169930at32523__SKICH","Nontoxin","NT",5.01,4.95,4.85,4.9367
"trinityContig35571||sp|Q8VCH7.2|","Nontoxin","NT",10.44,5.07,3.73,6.4133
"trinityContig35576||sp|Q6NRG5.1|","Nontoxin","NT",5.35,4.83,7.04,5.74
"trinityContig35578||Nop14","Nontoxin","NT",4.64,12.07,6.17,7.6267
"trinityContig35582||sp|Q6AY30.1|","Nontoxin","NT",16.95,16.3,20.16,17.8033
"trinityContig35612||sp|Q5ZIG3.1|","Nontoxin","NT",4.41,5.19,6.69,5.43
"trinityContig35618||sp|Q9ERK0.2|","Nontoxin","NT",3.63,3.91,3.08,3.54
"trinityContig35623||sp|Q9BY77.2|","Nontoxin","NT",6.71,7.61,6.69,7.0033
"trinityContig35628||sp|Q6IV77.1|","Nontoxin","NT",0,0.52,0,0.1733
"trinityContig35629||sp|Q6IV77.1|","Nontoxin","NT",4.22,4.76,4.23,4.4033
"trinityContig3562||sp|Q6IQ86.1|","Nontoxin","NT",46.02,47.82,53.8,49.2133
"trinityContig35635||218685at32523","Nontoxin","NT",15.03,8.44,15.33,12.9333
"trinityContig35672||sp|Q8BGZ1.3|","Nontoxin","NT",7.62,4.55,5.73,5.9667
"trinityContig35685||sp|Q99JR8.2|","Nontoxin","NT",10.52,4.45,7.84,7.6033
"trinityContig35695||sp|Q3ZCF5.1|","Nontoxin","NT",57.97,35.42,96.45,63.28
"trinityContig35700||sp|A5GFZ5.1|","Nontoxin","NT",23.32,26.98,26.01,25.4367
"trinityContig35702||sp|Q07352.1|","Nontoxin","NT",6.49,11.35,7.52,8.4533
"trinityContig35705||sp|Q9UBS8.1|","Nontoxin","NT",2.62,3.42,3.36,3.1333
"trinityContig35710||sp|Q9UQ80.3|","Nontoxin","NT",52.08,57.16,47.63,52.29
"trinityContig35711||sp|Q13356.1|","Nontoxin","NT",5.54,4.66,6.61,5.6033
"trinityContig35724||167629at32523","Nontoxin","NT",4.45,12.67,8.57,8.5633
"trinityContig35742||sp|O43865.2|","Nontoxin","NT",22.75,9.21,16.9,16.2867
"trinityContig35750||sp|P84175.2|","Nontoxin","NT",1582.18,2390.34,1851.46,1941.3267
"trinityContig35826||sp|Q5XGM3.1|","Nontoxin","NT",5.3,7.01,4.6,5.6367
"trinityContig3582||CSD","Nontoxin","NT",5.43,0,0,1.81
"trinityContig3582||RnaseA","Nontoxin","NT",1.75,1.84,6.56,3.3833
"trinityContig35852||sp|Q5XJK1.1|","Nontoxin","NT",8.84,3.67,9.77,7.4267
"trinityContig35871||sp|Q497C3.2|","Nontoxin","NT",2.29,2.05,2.22,2.1867
"trinityContig35897||sp|Q8WTR2.1|","Nontoxin","NT",4.26,5,4.8,4.6867
"trinityContig35898||88370at32523","Nontoxin","NT",1.77,1.64,2,1.8033
"trinityContig3589||sp|Q58DN3.1|","Nontoxin","NT",2.48,2.64,2.55,2.5567
"trinityContig3592||DUF3504","Nontoxin","NT",6.54,4.02,1.82,4.1267
"trinityContig3593||sp|Q60823.1|","Nontoxin","NT",14.89,8.64,11,11.51
"trinityContig35958||sp|P61587.1|","Nontoxin","NT",10.05,12.66,11.34,11.35
"trinityContig35964||95836at32523__Pkinase","Nontoxin","NT",0.56,0.46,0.88,0.6333
"trinityContig35969||sp|Q5R9D2.3|","Nontoxin","NT",819.29,1485.55,962.86,1089.2333
"trinityContig3596||sp|Q15326.2|","Nontoxin","NT",6.12,1.8,9.02,5.6467
"trinityContig35973||95836at32523","Nontoxin","NT",4.2,9.18,6.06,6.48
"trinityContig35989||sp|Q5EA92.1|","Nontoxin","NT",6.4,6,5.61,6.0033
"trinityContig35991||sp|P43034.2|","Nontoxin","NT",10.94,11.32,9.61,10.6233
"trinityContig35996||sp|P48440.1|","Nontoxin","NT",115.44,168.07,120.03,134.5133
"trinityContig36000||201210at32523__CNOT11","Nontoxin","NT",5.24,7.94,5.1,6.0933
"trinityContig36002||sp|P84169.1|","Nontoxin","NT",10.17,9.65,11.66,10.4933
"trinityContig36011||288987at32523","Nontoxin","NT",43.78,78.56,51.43,57.9233
"trinityContig36016||162438at32523","Nontoxin","NT",4.06,3.54,3.97,3.8567
"trinityContig36032||sp|A0A1B0GWK0.1|","Nontoxin","NT",28.49,6.15,64.03,32.89
"trinityContig3603||sp|Q6QI68.1|","Nontoxin","NT",22.53,42.57,39.76,34.9533
"trinityContig36040||Transcrip_reg","Nontoxin","NT",6.55,4.85,7.64,6.3467
"trinityContig36041||sp|Q92611.1|","Nontoxin","NT",15.76,7.18,20.67,14.5367
"trinityContig36045||184337at32523","Nontoxin","NT",20.1,20.66,15.93,18.8967
"trinityContig36053||sp|P79800.1|","Nontoxin","NT",23.41,18.48,39.98,27.29
"trinityContig36062||sp|Q9Y320.1|","Nontoxin","NT",10.83,14.05,12.23,12.37
"trinityContig36174||sp|Q8K339.1|","Nontoxin","NT",1.67,4.06,2.83,2.8533
"trinityContig36176||sp|P60006.1|","Nontoxin","NT",3.94,1.57,2.65,2.72
"trinityContig36178||105768at32523","Nontoxin","NT",2.25,3.51,3.48,3.08
"trinityContig36183||sp|Q2T9W2.1|","Nontoxin","NT",2.88,2.65,3.26,2.93
"trinityContig36186||sp|Q9UL46.4|","Nontoxin","NT",12.65,17.57,15.75,15.3233
"trinityContig36192||sp|P07514.3|","Nontoxin","NT",45.38,25.84,39.91,37.0433
"trinityContig36195||122349at32523__5_nucleotid","Nontoxin","NT",11.48,7.21,10.35,9.68
"trinityContig36224||Tmemb_9","Nontoxin","NT",65.93,67.54,75.5,69.6567
"trinityContig36267||sp|Q9UHB9.2|","Nontoxin","NT",10.4,11.89,8.84,10.3767
"trinityContig36449||sp|Q9H920.1|","Nontoxin","NT",7.32,6.67,5.64,6.5433
"trinityContig36454||sp|P20801.2|","Nontoxin","NT",10.02,2.44,31.68,14.7133
"trinityContig36463||Oxysterol_BP","Nontoxin","NT",3.7,1.99,3.33,3.0067
"trinityContig36463||sp|Q9TR36.3|","Nontoxin","NT",17.74,11.02,15.45,14.7367
"trinityContig3650||sp|P37879.1|","Nontoxin","NT",27.11,31.53,32.44,30.36
"trinityContig36515||141239at32523","Nontoxin","NT",1.8,1.72,1.09,1.5367
"trinityContig36663||265253at32523","Nontoxin","NT",0.96,0,0,0.32
"trinityContig366||UCH","Nontoxin","NT",0.79,1.25,0.88,0.9733
"trinityContig36752||124056at32523","Nontoxin","NT",4.5,7.99,2.87,5.12
"trinityContig36752||227404at32523__Proteasome","Nontoxin","NT",48.17,62.49,59.42,56.6933
"trinityContig36761||DIL","Nontoxin","NT",4.74,6.82,9.55,7.0367
"trinityContig36770||sp|A4FUC9.1|","Nontoxin","NT",17.02,12.72,11.45,13.73
"trinityContig36771||sp|Q3ZBV8.1|","Nontoxin","NT",20.12,11.97,24.2,18.7633
"trinityContig36772||TFIID-18kDa","Nontoxin","NT",35.29,47.99,43.82,42.3667
"trinityContig36774||sp|P70187.3|","Nontoxin","NT",23.45,24.09,24.13,23.89
"trinityContig36780||sp|Q2YDP3.1|","Nontoxin","NT",221.76,252.79,238.49,237.68
"trinityContig36784||sp|Q9CQT9.1|","Nontoxin","NT",8.38,5.43,14.12,9.31
"trinityContig36785||292189at32523__Pex26","Nontoxin","NT",3.6,4.42,5.13,4.3833
"trinityContig36786||sp|Q5ZK09.2|","Nontoxin","NT",14.57,17.51,18.77,16.95
"trinityContig36787||sp|Q90WU3.1|","Nontoxin","NT",29.56,26.79,26.73,27.6933
"trinityContig36798||sp|Q0VD53.1|","Nontoxin","NT",12.23,7.37,15,11.5333
"trinityContig367||283541at32523","Nontoxin","NT",50.9,47.62,50.4,49.64
"trinityContig36804||sp|Q96RQ1.2|","Nontoxin","NT",66.08,46.18,86.9,66.3867
"trinityContig36813||sp|Q5ZHQ6.1|","Nontoxin","NT",8.41,5.88,10.75,8.3467
