"gene_id","class","toxin_family","Cgodm-CLP2359","Cgodm-CLP2360","Cgodm-CLP2362","Cgodm-CLP2377","Cgodm-CLP2378","Cgodm-CLP2388","Average"
"trinityContig27947||124056at32523__Aa_trans","Nontoxin","NT",3.5,1.24,1.9,10.86,6.77,19.68,7.325
"trinityContig27951||238821at32523","Nontoxin","NT",3.16,7.97,4.29,2.22,1.82,13.21,5.445
"trinityContig27952||187823at32523","Nontoxin","NT",5.3,5.16,8.82,23.8,9.75,8.64,10.245
"trinityContig2795||272134at32523__TMEM65","Nontoxin","NT",8.57,13.75,10.38,29.05,23.73,24.28,18.2933
"trinityContig27973||sp|Q5ZL57.1|","Nontoxin","NT",55.78,88.67,128.2,186.37,100.28,199.47,126.4617
"trinityContig27979||203507at32523__WD40","Nontoxin","NT",2.04,3.78,3.04,11.3,4.16,6.38,5.1167
"trinityContig27996||sp|Q8N1B3.2|","Nontoxin","NT",2.51,0.83,1.91,6.68,3.19,4.22,3.2233
"trinityContig28011||256267at32523__RRM_1","Nontoxin","NT",7.35,9.92,12.19,28.21,19.7,15.06,15.405
"trinityContig28013||sp|B2GUZ1.1|","Nontoxin","NT",6.05,12.12,16.72,21.98,15.06,16.45,14.73
"trinityContig28018||sp|Q9DE68.1|","Nontoxin","NT",9.66,116.64,57.42,14.57,19.75,115.29,55.555
"trinityContig28030||DUF716","Nontoxin","NT",2.74,1.31,2.28,3.09,3.79,0,2.2017
"trinityContig28031||282226at32523","Nontoxin","NT",0.7,1.49,4.01,5,6.28,1.26,3.1233
"trinityContig28032||sp|P62316.1|","Nontoxin","NT",12.01,20.94,23.77,78.24,22.4,45.65,33.835
"trinityContig28033||sp|Q9BY43.3|","Nontoxin","NT",7.41,9.11,10.29,19.61,11.17,20.12,12.9517
"trinityContig28041||sp|O75208.1|","Nontoxin","NT",3.19,4.52,10.26,14.99,7.95,13.7,9.1017
"trinityContig28050||sp|Q793F9.1|","Nontoxin","NT",5.47,6.26,5.71,13.93,10.2,16.82,9.7317
"trinityContig28053||sp|Q8IZ07.3|","Nontoxin","NT",9.67,8.26,6.6,7.49,6.09,28.46,11.095
"trinityContig28058||278087at32523","Nontoxin","NT",0,0.75,0.97,12.71,1.22,1.08,2.7883
"trinityContig28060||GATase","Nontoxin","NT",0.79,0.38,1.77,6.19,0.28,1.47,1.8133
"trinityContig28063||sp|Q3T073.1|","Nontoxin","NT",3.03,5.95,0,0,4.16,18.88,5.3367
"trinityContig28064||sp|P22314.3|","Nontoxin","NT",16.03,32.92,38.99,52.86,43.76,39.17,37.2883
"trinityContig28068||sp|Q96I24.2|","Nontoxin","NT",10.52,14.53,10.98,33.72,14.38,31.27,19.2333
"trinityContig2806||145427at32523","Nontoxin","NT",0.41,0,0,0,0,2.77,0.53
"trinityContig28075||sp|Q5U2Z3.1|","Nontoxin","NT",6.2,18.21,25.07,48.25,25.81,31.22,25.7933
"trinityContig28082||sp|A5A6N6.1|","Nontoxin","NT",8.61,6.98,6.83,22.71,7.03,11.95,10.685
"trinityContig28085||sp|O97725.1|","Nontoxin","NT",20.46,50.62,61.71,178.28,44.67,84.1,73.3067
"trinityContig28090||sp|Q9NR45.2|","Nontoxin","NT",10.07,24.04,20.57,50.16,44.68,31.36,30.1467
"trinityContig28096||Rb_C","Nontoxin","NT",0.58,0.63,2.05,3.08,1.37,1.53,1.54
"trinityContig28102||sp|Q08DB5.1|","Nontoxin","NT",12.18,21.59,8.16,23,24.52,137.31,37.7933
"trinityContig2810||213366at32523__Filament","Nontoxin","NT",10.85,57.11,13.2,1242.63,0,51.51,229.2167
"trinityContig28115||sp|Q8CB44.1|","Nontoxin","NT",5.77,12.8,15.59,28.05,16.77,22.33,16.885
"trinityContig2811||282396at32523","Nontoxin","NT",19.45,3.19,1.89,5.16,0,0,4.9483
"trinityContig28126||sp|Q9H1U9.1|","Nontoxin","NT",3.73,8.89,11.23,8.51,5.81,12.09,8.3767
"trinityContig2812||245583at32523__Glyco_transf_7N","Nontoxin","NT",24.25,42.32,38.61,23.21,26.47,58.73,35.5983
"trinityContig28130||sp|P35521.1|","Nontoxin","NT",11.08,20.84,22.45,54.12,21.06,46.32,29.3117
"trinityContig28138||sp|Q90593.1|","Nontoxin","NT",254.36,980.09,636.98,807.71,1763.54,1122.4,927.5133
"trinityContig28150||sp|Q5XFW8.1|","Nontoxin","NT",21.7,43.6,47.92,82.95,71.69,61.26,54.8533
"trinityContig28151||300164at32523__DUF4490","Nontoxin","NT",1.3,2.57,0,3.51,0.46,0.83,1.445
"trinityContig28154||sp|O57337.1|","Nontoxin","NT",4.67,7.26,6.24,9.73,11.11,21.95,10.16
"trinityContig28163||211410at32523__Enkurin","Nontoxin","NT",0.68,1.6,2.58,11.75,3.59,3.44,3.94
"trinityContig28163||232302at32523__ECH_1","Nontoxin","NT",0.31,0,0,2.19,3.83,5.43,1.96
"trinityContig28169||sp|Q9UJA5.1|","Nontoxin","NT",6.53,7.62,9.5,32.07,8.62,18.94,13.88
"trinityContig28170||sp|F7BWT7.2|","Nontoxin","NT",3.82,7.28,4.48,13.1,3.61,4.49,6.13
"trinityContig2817||sp|Q5PU49.1|","Nontoxin","NT",5.77,13.35,11.57,17.26,8.82,18.24,12.5017
"trinityContig28185||182497at32523__RabGAP-TBC","Nontoxin","NT",2.41,6.09,3.58,11.98,4.54,9.08,6.28
"trinityContig281||254269at32523__DnaJ","Nontoxin","NT",0,3.52,3.02,8.19,3.14,5.97,3.9733
"trinityContig28217||123902at32523","Nontoxin","NT",1.2,0.86,0.66,0.77,2.06,1.46,1.1683
"trinityContig28240||216079at32523","Nontoxin","NT",3.7,7.05,8.21,10.7,5.24,12.61,7.9183
"trinityContig28243||102110at32523","Nontoxin","NT",4.69,11.62,6.94,15.32,9.45,19.41,11.2383
"trinityContig28254||304399at32523","Nontoxin","NT",0,5.58,2.19,0,0.98,1.87,1.77
"trinityContig28271||235783at32523__Galactosyl_T","Nontoxin","NT",2.52,6.79,1.42,8.45,4.8,21.09,7.5117
"trinityContig2827||215610at32523","Nontoxin","NT",4.11,3.57,6.07,26.32,7.73,10.68,9.7467
"trinityContig28296||276699at32523","Nontoxin","NT",9.08,12.79,19.05,22.89,15.77,34,18.93
"trinityContig28321||258245at32523__XPA_C","Nontoxin","NT",1.01,2.96,6.87,10.72,2.84,5.08,4.9133
"trinityContig28329||sp|Q8VHQ9.1|","Nontoxin","NT",6.27,4.34,7.94,12.62,5.36,12.94,8.245
"trinityContig28377||158701at32523__Reticulon","Nontoxin","NT",4.89,5.77,4.56,14.57,6.03,23.14,9.8267
"trinityContig28389||sp|P02610.2|","Nontoxin","NT",2.67,4.89,0.38,1.99,0,9.42,3.225
"trinityContig28414||295457at32523","Nontoxin","NT",6.99,7.52,9.34,33.01,13.98,41.07,18.6517
"trinityContig2841||MRPL52","Nontoxin","NT",6.49,21.8,12.26,70.15,8.6,27.38,24.4467
"trinityContig28430||sp|Q9W7L0.3|","Nontoxin","NT",29.84,41.28,61.76,103.54,40.55,103.38,63.3917
"trinityContig28441||286719at32523","Nontoxin","NT",2.6,1.88,0,5.07,1.35,1.44,2.0567
"trinityContig28445||sp|Q8BZJ7.3|","Nontoxin","NT",2.61,10.18,8.4,12.66,5.2,8.52,7.9283
"trinityContig28446||69531at32523__LIM","Nontoxin","NT",1.15,0.54,1.8,1.21,1.44,2.06,1.3667
"trinityContig28450||sp|Q498E6.1|","Nontoxin","NT",4.28,3.79,3.55,9.98,6.91,4.21,5.4533
"trinityContig28451||sp|Q96R05.1|","Nontoxin","NT",6.81,6.11,13.16,17.64,8.75,33.44,14.3183
"trinityContig28459||sp|P62322.2|","Nontoxin","NT",3.04,23.5,23.9,48.08,33.02,31.95,27.2483
"trinityContig28472||227270at32523__SIR2","Nontoxin","NT",7.77,9.19,4.37,21.34,10.08,10.1,10.475
"trinityContig28495||sp|O55023.1|","Nontoxin","NT",4.3,9.06,12.88,11.53,9,4.02,8.465
"trinityContig28506||sp|P62877.1|","Nontoxin","NT",49.79,113.61,82.13,336.9,80.73,260.66,153.97
"trinityContig28522||162671at32523","Nontoxin","NT",1.16,5.06,7.16,8.55,4.25,2.7,4.8133
"trinityContig28524||sp|P61287.1|","Nontoxin","NT",7.81,11.24,11.81,25.57,12.87,24.22,15.5867
"trinityContig28534||sp|Q9D819.1|","Nontoxin","NT",2.02,4.39,5.58,19.69,7.6,7.99,7.8783
"trinityContig2853||sp|Q08DE8.1|","Nontoxin","NT",0.74,5.67,1.37,3.82,2.55,7.24,3.565
"trinityContig28554||sp|P14635.1|","Nontoxin","NT",2.31,0.28,9.55,1.7,2.35,0.89,2.8467
"trinityContig28557||41871at32523__DUF608","Nontoxin","NT",13.28,8.63,5.61,13.98,18.14,10.88,11.7533
"trinityContig28561||130233at32523__Staufen_C","Nontoxin","NT",2.83,19.75,38.72,29.66,25.84,42.09,26.4817
"trinityContig2859||sp|P53680.2|","Nontoxin","NT",40.36,54.98,43.06,69.97,36.8,78.95,54.02
"trinityContig285||254269at32523__DnaJ","Nontoxin","NT",0,0,0,6.99,5.36,0,2.0583
"trinityContig28616||CCDC-167","Nontoxin","NT",0,4.31,4.52,12.2,2.03,3.86,4.4867
"trinityContig28644||64217at32523__Sulfate_transp","Nontoxin","NT",14.38,5.21,13.15,5.77,23.25,22.22,13.9967
"trinityContig28653||292138at32523","Nontoxin","NT",4.07,18.71,10.75,44.41,9.09,42.09,21.52
"trinityContig28671||191525at32523__FHA_2","Nontoxin","NT",2.53,10.36,4.17,18.85,16.46,13.98,11.0583
"trinityContig28696||sp|Q9TVC1.1|","Nontoxin","NT",6.4,12.64,13.6,33.1,8.47,21.19,15.9
"trinityContig28705||283541at32523","Nontoxin","NT",12.8,6.98,18.69,13,7.28,13.96,12.1183
"trinityContig28715||sp|Q96BS2.3|","Nontoxin","NT",3.81,8.69,15.36,43.3,3.94,89.01,27.3517
"trinityContig28725||sp|Q6UW02.1|","Nontoxin","NT",13.42,21.38,15.48,44.95,31.48,22.89,24.9333
"trinityContig28734||sp|Q2KJF9.1|","Nontoxin","NT",3.93,8.58,7.25,15.52,5.43,8.98,8.2817
"trinityContig28767||sp|P61923.1|","Nontoxin","NT",17.41,40.04,50.42,182.34,43.08,124.71,76.3333
"trinityContig28789||sp|Q687X5.1|","Nontoxin","NT",9.28,21.91,13.09,34.13,8.32,13.91,16.7733
"trinityContig2879||sp|Q9CY58.2|","Nontoxin","NT",10.68,20.69,16.42,51.83,29.91,36.94,27.745
"trinityContig28805||sp|P54578.3|","Nontoxin","NT",7.82,15.33,20.18,28.81,20.35,31.24,20.6217
"trinityContig28823||sp|O75600.1|","Nontoxin","NT",13.79,29.92,25.59,33.2,16.91,61.67,30.18
"trinityContig2884||sp|Q5F352.1|","Nontoxin","NT",6.12,7.7,9.5,29.62,9.43,7.38,11.625
"trinityContig2885||Ribosomal_L14e","Nontoxin","NT",166.42,613.76,334.96,2048.1,532.23,952.49,774.66
"trinityContig28862||sp|Q08024.1|","Nontoxin","NT",2.45,3.15,7.32,6.63,1.32,5.04,4.3183
"trinityContig28872||106895at32523","Nontoxin","NT",0,4.58,3.82,2.94,1.21,4.34,2.815
"trinityContig28875||Phosphorylase","Nontoxin","NT",1.86,3.18,4.62,6.36,4.61,6.87,4.5833
"trinityContig28885||215649at32523","Nontoxin","NT",4.13,12.47,9.73,46.94,13.52,26.18,18.8283
"trinityContig28889||270931at32523","Nontoxin","NT",0.37,0,0,2.21,1.56,0,0.69
"trinityContig28910||DZF","Nontoxin","NT",5.08,10.29,10.42,34.26,17.59,24.33,16.995
"trinityContig28912||CtaG_Cox11","Nontoxin","NT",3.37,4.01,4.73,15.07,6.17,7.14,6.7483
"trinityContig28912||sp|Q7SYN5.1|","Nontoxin","NT",13,9.99,7.77,28.08,17.23,32.74,18.135
"trinityContig2891||sp|Q5ZMW3.1|","Nontoxin","NT",4.69,7.21,7.57,16.69,7.3,15.54,9.8333
"trinityContig28927||sp|Q5ZJ85.1|","Nontoxin","NT",3.9,3.53,4.11,12.76,8.45,13.53,7.7133
"trinityContig28948||sp|Q5BIS6.2|","Nontoxin","NT",3.45,2.23,3.52,4.38,11.77,3.98,4.8883
"trinityContig2894||sp|Q1JQ92.1|","Nontoxin","NT",6.5,5.22,9.17,8.36,4.78,14.63,8.11
"trinityContig28954||111173at32523__Glyco_hydro_2_C","Nontoxin","NT",0.61,1.33,1.89,4.56,4.75,3.48,2.77
"trinityContig29005||sp|Q9NVU7.3|","Nontoxin","NT",7.11,15.37,14.05,26.26,25.27,33.09,20.1917
"trinityContig29009||sp|P58466.1|","Nontoxin","NT",3.29,3.95,3.42,6.63,2.85,13.81,5.6583
"trinityContig2901||sp|Q1KME6.3|","Nontoxin","NT",3.58,1.7,2.14,1.12,2.23,8.22,3.165
"trinityContig29030||258332at32523","Nontoxin","NT",1.64,0.29,4.73,1.57,0.85,0,1.5133
"trinityContig29059||266226at32523","Nontoxin","NT",4.19,9.1,7.31,16.88,12.56,28.59,13.105
"trinityContig29094||sp|Q5ZL05.1|","Nontoxin","NT",9.99,9.54,6.43,15.64,12.69,22.79,12.8467
"trinityContig2909||sp|Q9WUM3.1|","Nontoxin","NT",9.26,10.72,10.58,26.61,16.27,27.22,16.7767
"trinityContig29114||156676at32523__AKAP95","Nontoxin","NT",10.37,9.45,15.07,33.26,14.57,14,16.12
"trinityContig29114||sp|Q9D342.1|","Nontoxin","NT",1.61,1.79,1.85,1.62,2.14,5.39,2.4
"trinityContig29117||ATP-synt_F6","Nontoxin","NT",34.08,66.2,53.45,48.39,43.17,80.31,54.2667
"trinityContig29119||Actin","Nontoxin","NT",2.15,0,1.42,12.93,5.04,2.46,4
"trinityContig29119||sp|Q8NFH3.1|","Nontoxin","NT",2.69,6.33,6.2,6.77,3.78,8.81,5.7633
"trinityContig29132||sp|Q8IX04.2|","Nontoxin","NT",2.53,5.91,5.8,9.14,2.14,7.31,5.4717
"trinityContig29136||sp|Q9DB76.1|","Nontoxin","NT",11.95,12.22,12.73,31.59,12.39,32.87,18.9583
"trinityContig29170||Mt_ATP-synt_D","Nontoxin","NT",54.01,94.92,112.93,220.62,66.98,140.17,114.9383
"trinityContig29211||sp|O93602.1|","Nontoxin","NT",5.33,6.1,12.63,11.97,9.42,17.3,10.4583
"trinityContig2921||sp|Q17QJ7.1|","Nontoxin","NT",6.35,10.76,16.84,40.33,30.41,25.54,21.705
"trinityContig29248||231266at32523","Nontoxin","NT",4.71,14.46,7.6,10.19,3.44,17.12,9.5867
"trinityContig29283||sp|O76080.1|","Nontoxin","NT",5.9,14.34,12.56,29.84,13.87,34.09,18.4333
"trinityContig29286||sp|Q5ZJS6.1|","Nontoxin","NT",6.88,14.42,17.44,31.95,16.02,22.97,18.28
"trinityContig29297||65447at32523__Aldolase_II","Nontoxin","NT",2.51,3.57,2.35,11.65,7.19,11.58,6.475
"trinityContig29299||44174at32523__Ldl_recept_a","Nontoxin","NT",5.89,8.47,5.4,9.38,12.28,18.57,9.9983
"trinityContig29310||sp|P55210.1|","Nontoxin","NT",2.24,6.53,5.17,13.52,2.86,5.27,5.9317
"trinityContig29317||257821at32523__Acyltransferase","Nontoxin","NT",4.64,3.18,4.02,12.81,4.44,11.55,6.7733
"trinityContig29325||Reticulon","Nontoxin","NT",18.31,19.08,23.65,22.85,26.46,50.89,26.8733
"trinityContig29351||272286at32523","Nontoxin","NT",13.53,10.5,15.73,13.73,16.75,22.15,15.3983
"trinityContig29380||sp|Q5R478.1|","Nontoxin","NT",5.18,8.79,8.01,16.88,7.56,33.7,13.3533
"trinityContig29403||sp|Q01279.1|","Nontoxin","NT",1.79,2.78,3.53,7.84,13.04,9.25,6.3717
"trinityContig29403||sp|Q4R4P3.1|","Nontoxin","NT",15.94,48.27,52.14,86.88,47.03,46.74,49.5
"trinityContig2941||sp|Q4R6D3.1|","Nontoxin","NT",16.72,4.97,16.15,4.23,1.21,0.69,7.3283
"trinityContig29421||CCDC23","Nontoxin","NT",0,2.23,0,10.75,0,0,2.1633
"trinityContig2943||DUF4665","Nontoxin","NT",9.91,58.06,94.29,92.91,35.45,56.42,57.84
"trinityContig29441||sp|O14562.2|","Nontoxin","NT",10.58,20.59,16.98,40.52,15.19,38.92,23.7967
"trinityContig2944||167904at32523__Peptidase_M16","Nontoxin","NT",17.92,30.51,48.61,80.31,38.46,77.23,48.84
"trinityContig2946||Lectin_leg-like","Nontoxin","NT",48.59,66.89,87.71,103.18,85.96,129.61,86.99
"trinityContig29474||253405at32523","Nontoxin","NT",3.69,4.34,5.88,8.12,2.73,17.49,7.0417
"trinityContig29477||sp|Q5ZI58.2|","Nontoxin","NT",3.75,4.6,8.16,10.94,10.14,9.75,7.89
"trinityContig29486||sp|P70404.1|","Nontoxin","NT",5.64,6.6,6.22,19.84,9.01,18.6,10.985
"trinityContig29491||sp|P51912.2|","Nontoxin","NT",9.13,20.14,9.79,73.2,98.03,8.92,36.535
"trinityContig29508||sp|Q9CPW4.3|","Nontoxin","NT",6.71,12.08,12.32,47.79,13.01,29.01,20.1533
"trinityContig29518||43490at32523__BAH","Nontoxin","NT",0.69,2.05,1.41,7.49,2.42,11.18,4.2067
"trinityContig29530||169719at32523__OTCace_N","Nontoxin","NT",2.24,1.59,1.92,5.18,8.55,5.49,4.1617
"trinityContig29539||ARGLU","Nontoxin","NT",15.83,15.84,16.24,68.02,32.18,41.1,31.535
"trinityContig29550||240612at32523","Nontoxin","NT",4.31,6.46,8.51,17.28,9.74,11.46,9.6267
"trinityContig29552||210318at32523__MHCassoc_trimer","Nontoxin","NT",0,0,0,5.27,0.88,0,1.025
"trinityContig29553||210318at32523__MHCassoc_trimer","Nontoxin","NT",2.98,6.35,3.99,39.81,12.53,9.14,12.4667
"trinityContig29554||210318at32523__MHCassoc_trimer","Nontoxin","NT",2.5,2.58,3.7,28.7,8.37,1.37,7.87
"trinityContig29555||210318at32523__MHCassoc_trimer","Nontoxin","NT",0,0,0,30.78,3.71,0,5.7483
"trinityContig29557||sp|Q5ZHP7.1|","Nontoxin","NT",27.89,48.18,50.27,65.27,46.17,43.67,46.9083
"trinityContig29578||sp|P11017.3|","Nontoxin","NT",26.77,16.36,17.57,41.64,34.61,47.02,30.6617
"trinityContig29594||265286at32523__Ras","Nontoxin","NT",1.07,3.26,4.43,4.48,5.23,7.44,4.3183
"trinityContig29623||sp|Q2KJC9.4|","Nontoxin","NT",10.53,10.68,16.85,48.8,17.68,22.98,21.2533
"trinityContig29629||120577at32523","Nontoxin","NT",5.54,9.92,9.39,16.11,7.13,14.31,10.4
"trinityContig29630||78169at32523__PAS_3","Nontoxin","NT",1.72,2.66,0.89,3.87,1.62,19.17,4.9883
"trinityContig29635||SDF","Nontoxin","NT",5.09,5.02,8.47,4.55,6.5,21.63,8.5433
"trinityContig29645||sp|Q3T0K1.1|","Nontoxin","NT",5.84,9.87,7.91,43.73,28.73,31.64,21.2867
"trinityContig29663||127099at32523","Nontoxin","NT",2.01,4.09,6.28,5.04,4.67,3.38,4.245
"trinityContig29663||279020at32523","Nontoxin","NT",2.54,6.78,3.2,13.39,8.62,7.26,6.965
"trinityContig29666||sp|Q5ZKN1.1|","Nontoxin","NT",7.94,6,9.93,17.08,9.02,21.36,11.8883
"trinityContig29670||eIF_4EBP","Nontoxin","NT",4.21,3.69,2.87,8.92,6.57,18.13,7.3983
"trinityContig29688||sp|P60588.2|","Nontoxin","NT",8.19,16.01,13.49,16.16,18.7,18.93,15.2467
"trinityContig29693||sp|P63279.1|","Nontoxin","NT",7.29,11.2,12.99,36.63,22.68,24.23,19.17
"trinityContig29702||294765at32523","Nontoxin","NT",27.18,41.54,23.66,18.33,31.98,51.32,32.335
"trinityContig29711||63076at32523","Nontoxin","NT",9.71,13.5,15.31,22.53,18.39,21.36,16.8
"trinityContig29713||299737at32523","Nontoxin","NT",42.71,81.68,80.4,231.95,53.74,108.04,99.7533
"trinityContig29723||sp|Q5ZKI0.1|","Nontoxin","NT",19.86,40.33,23.05,29.42,16.69,86.88,36.0383
"trinityContig29728||213575at32523__Sulfotransfer_1","Nontoxin","NT",15.29,21.54,31.14,41.27,26.93,36.04,28.7017
"trinityContig29733||122349at32523__5_nucleotid","Nontoxin","NT",6.33,6.84,7.31,16.81,14.37,40.34,15.3333
"trinityContig29733||sp|Q6P7Q4.3|","Nontoxin","NT",6.97,35.15,35.54,84.61,28.51,65.68,42.7433
"trinityContig29753||sp|Q8BH01.1|","Nontoxin","NT",6.25,12.86,7.43,19.99,13.64,26.14,14.385
"trinityContig29764||FBA","Nontoxin","NT",17.41,12.94,29.66,38.2,27.46,32.57,26.3733
"trinityContig29778||sp|Q9Y6G3.1|","Nontoxin","NT",15.18,48.25,82.05,64.12,52.1,75.36,56.1767
"trinityContig29801||BTG","Nontoxin","NT",8.43,0.86,0,0,0,1.06,1.725
"trinityContig29807||155180at32523","Nontoxin","NT",1.7,2.92,3.07,7.79,3.61,9.02,4.685
"trinityContig29822||219728at32523__MitMem_reg","Nontoxin","NT",23.69,15.16,26.65,63.58,44.42,40.44,35.6567
"trinityContig29835||sp|Q5R5M0.2|","Nontoxin","NT",9.96,17.19,20.6,33.7,21.01,37.89,23.3917
"trinityContig29837||259622at32523__adh_short","Nontoxin","NT",11.45,4.7,7.8,27.81,30.06,40.57,20.3983
"trinityContig29876||GMP_PDE_delta","Nontoxin","NT",12.9,15.09,15.7,33.04,11.9,43.74,22.0617
"trinityContig29884||sp|Q96LD8.1|","Nontoxin","NT",3.18,4.89,4.52,10.53,9.4,7.48,6.6667
"trinityContig29891||sp|Q7YQL5.1|","Nontoxin","NT",3.81,3.74,5.29,10.87,7.79,13.11,7.435
"trinityContig29930||sp|Q8N4Q0.1|","Nontoxin","NT",2.9,3.51,3.02,12.76,3.26,10.13,5.93
"trinityContig29943||sp|Q2HJA9.1|","Nontoxin","NT",13.76,8.19,10.33,30.92,10.01,46.33,19.9233
"trinityContig29965||sp|P08037.3|","Nontoxin","NT",10.08,15.48,11.89,31.06,23.29,41.89,22.2817
"trinityContig29972||sp|Q0V9D9.1|","Nontoxin","NT",2.83,5.21,7.8,19.06,7.93,5.53,8.06
"trinityContig29985||279702at32523","Nontoxin","NT",6.26,8.57,11.22,15.72,1.51,17.39,10.1117
"trinityContig29||172234at32523","Nontoxin","NT",1.22,0,0,0,0,0,0.2033
"trinityContig30007||sp|A7Y521.1|","Nontoxin","NT",3.54,5.97,6.77,13.67,9.78,13.13,8.81
"trinityContig30007||sp|P61927.2|","Nontoxin","NT",448.53,1283.14,728.33,1935.66,362.36,1715.23,1078.875
"trinityContig30008||sp|Q4R4I6.3|","Nontoxin","NT",11.08,14.73,14.38,36.63,20.06,36.03,22.1517
"trinityContig30023||288374at32523__TMEM125","Nontoxin","NT",24.78,23.39,29,29,43.39,51.46,33.5033
"trinityContig30026||sp|Q5R4C9.1|","Nontoxin","NT",6.89,9.36,5.72,17.66,13.99,12.14,10.96
"trinityContig30032||sp|Q9H3H5.2|","Nontoxin","NT",4.78,2.92,4.83,16.67,15.66,3.72,8.0967
"trinityContig3003||Kinesin","Nontoxin","NT",2.36,1.42,0,3.88,1.52,1.84,1.8367
"trinityContig30041||sp|P08754.3|","Nontoxin","NT",19.22,26.46,20.2,64.94,20.6,61.71,35.5217
"trinityContig30042||sp|P97390.1|","Nontoxin","NT",12.95,11.99,10.45,23.26,12.79,29.65,16.8483
"trinityContig30043||SMG1","Nontoxin","NT",0.75,1.06,1.63,2.85,1.38,3.24,1.8183
"trinityContig30043||sp|Q5ZK14.1|","Nontoxin","NT",15.43,29.3,26.79,54.76,22.48,34.09,30.475
"trinityContig30051||sp|Q15326.2|","Nontoxin","NT",2.31,1.97,2.35,5.48,7.4,7.79,4.55
"trinityContig30055||sp|P22027.2|","Nontoxin","NT",13.27,18.78,31.13,39.16,24.26,38.91,27.585
"trinityContig30075||224043at32523","Nontoxin","NT",3.86,4.13,5.06,15.25,11.69,20.84,10.1383
"trinityContig30075||HOOK","Nontoxin","NT",0,0,0,4.97,8.05,0,2.17
"trinityContig30076||sp|Q4R4C9.1|","Nontoxin","NT",5.94,11.5,19.43,41.96,21.72,9.42,18.3283
"trinityContig30082||LRAT","Nontoxin","NT",9.65,9.83,23.45,8.19,3.43,18.58,12.1883
"trinityContig30084||sp|Q7SXW0.1|","Nontoxin","NT",1.16,0,2.49,7.52,3.89,6.91,3.6617
"trinityContig30100||sp|P35431.1|","Nontoxin","NT",2.61,3.79,3.25,13.11,1.82,18.9,7.2467
"trinityContig30104||sp|Q66HA6.1|","Nontoxin","NT",10.62,15.38,17.34,34.61,12.78,20.68,18.5683
"trinityContig30105||sp|O95758.2|","Nontoxin","NT",12.98,18.28,25.65,26.64,20.08,28.27,21.9833
"trinityContig30106||sp|Q9H3H5.2|","Nontoxin","NT",9.18,9.65,13.44,6.49,4,20.26,10.5033
"trinityContig30107||sp|P56812.3|","Nontoxin","NT",4.69,18.91,14.7,45.49,15.2,26.7,20.9483
"trinityContig30114||sp|P60900.1|","Nontoxin","NT",28.67,56.87,74.03,121.68,49.7,102.75,72.2833
"trinityContig30119||193058at32523","Nontoxin","NT",1.35,2.96,3.05,6.7,8.52,2.54,4.1867
"trinityContig30129||284944at32523","Nontoxin","NT",55.71,220.66,173.85,205.81,139.7,362.97,193.1167
"trinityContig30131||sp|P04116.3|","Nontoxin","NT",0.57,0.54,0.21,3.65,0.78,14.17,3.32
"trinityContig30137||sp|O77592.1|","Nontoxin","NT",10.6,26.63,25.4,31.19,18.13,30.64,23.765
"trinityContig30146||sp|P23787.3|","Nontoxin","NT",10.17,12.54,12.58,25.87,11.76,25.24,16.36
"trinityContig30147||sp|Q58DW2.1|","Nontoxin","NT",16.11,26.52,74.33,37.89,78.23,67.27,50.0583
"trinityContig30163||MRP-S26","Nontoxin","NT",24.77,21.05,38.72,103.37,40.64,72.8,50.225
"trinityContig30180||sp|Q5F3N9.1|","Nontoxin","NT",5.23,4.76,0,0,4.41,9.58,3.9967
"trinityContig30187||sp|Q5R511.1|","Nontoxin","NT",12.62,38.27,38.42,125.84,62.55,67.79,57.5817
"trinityContig30188||109650at32523","Nontoxin","NT",0.72,1.8,2.18,3.11,1.86,1.31,1.83
"trinityContig30200||sp|Q9D5V6.1|","Nontoxin","NT",12.23,18.47,21.41,39.1,14.72,67.35,28.88
"trinityContig30212||135540at32523","Nontoxin","NT",6.37,17.1,12.15,44.28,11.97,69.19,26.8433
"trinityContig30220||72534at32523__MIF4G","Nontoxin","NT",35.58,68.66,76.71,92.25,73.4,65.25,68.6417
"trinityContig30221||72534at32523__MIF4G","Nontoxin","NT",29.42,61.28,55.42,53.39,51.59,59.2,51.7167
"trinityContig30228||sp|Q2HJF7.1|","Nontoxin","NT",3.83,3.78,19.73,19.01,10.03,30.97,14.5583
"trinityContig30236||sp|Q5F368.1|","Nontoxin","NT",21.02,44.17,58.34,57.55,33.08,63.76,46.32
"trinityContig30239||sp|O15247.3|","Nontoxin","NT",0.74,2.91,2.44,6.03,0.95,5.04,3.0183
"trinityContig30245||sp|Q9CWZ7.1|","Nontoxin","NT",4.14,8.22,9.17,17.28,5.23,12.65,9.4483
"trinityContig30252||213366at32523__Filament","Nontoxin","NT",51.12,77.85,97.97,223.34,121.72,188.04,126.6733
"trinityContig30310||Hydantoinase_B","Nontoxin","NT",3.57,4.33,1.96,3.76,2.02,10.04,4.28
"trinityContig30315||Y_phosphatase","Nontoxin","NT",1.94,2.44,2.15,5.65,3.27,3.57,3.17
"trinityContig30319||92336at32523__CPL","Nontoxin","NT",2.27,9.78,6.45,24.58,9.89,24.9,12.9783
"trinityContig30322||sp|Q99ME9.3|","Nontoxin","NT",10.34,27.02,19.67,77.46,36.5,98.38,44.895
